,asset_name,date,opening_value,closing_value,period_yield
331,Kiegyensúlyozott vegyes eszközalap - D,2025-07-17,1.3813,1.3872,0.0043
332,Latin-amerikai részvény eszközalap,2025-07-17,1.0429,1.0601,0.0165
333,Magas kötvény arányú vegyes eszk. - D,2025-07-17,1.0944,1.0973,0.0027
334,Magas védelmû vegyes eszközalap,2025-07-17,1.0897,1.0925,0.0027
335,Nemz. élelmiszeripari cégek rv. ea - D,2025-07-17,3.1333,3.1767,0.0139
336,Nyersanyagpiaci részvény eszközalap,2025-07-17,1.2943,1.3079,0.0105
337,Presztízs- és luxusmárkák rv. ea.,2025-07-17,3.4949,3.5139,0.0054
338,USA részvény eszközalap,2025-07-17,4.2548,4.2794,0.0058
339,Ázsia kötvény eszközalap,2025-07-17,2.2048,2.2106,0.0027
340,Aktív hozamfigyelõ vegyes eszközalap - D,2025-07-18,0.9297,0.9295,-0.0002
341,Euró likviditás eszközalap - D,2025-07-18,0.9253,0.9251,-0.0002
342,Európai ingatlancégek részv. eszközalap,2025-07-18,1.8365,1.8467,0.0056
343,Európai kötvény eszközalap - D,2025-07-18,1.2302,1.2285,-0.0014
344,Európai részvény eszközalap,2025-07-18,2.5292,2.5198,-0.0037
345,Európai vállalati kötvény eszközalap,2025-07-18,1.3192,1.3184,-0.0006
346,Fejlõdõ piaci részvény ESG eszközalap-D,2025-07-18,1.0394,1.0393,-0.0001
347,Fejlõdõ ázsiai részvény eszközalap,2025-07-18,2.097,2.0988,0.0008
348,Fenntartható növekedés részvény eszk.,2025-07-18,3.0637,3.0433,-0.0067
349,Globális egészségügyi részvény eszk.,2025-07-18,3.1464,3.1593,0.0041
350,Globális növekedési részvény eszközalap,2025-07-18,2.2692,2.2603,-0.0039
351,Kiegyensúlyozott vegyes eszközalap - D,2025-07-18,1.3872,1.385,-0.0015
352,Latin-amerikai részvény eszközalap,2025-07-18,1.0601,1.0479,-0.0115
353,Magas kötvény arányú vegyes eszk. - D,2025-07-18,1.0973,1.0955,-0.0017
354,Magas védelmû vegyes eszközalap,2025-07-18,1.0925,1.0917,-0.0008
355,Nemz. élelmiszeripari cégek rv. ea - D,2025-07-18,3.1767,3.1777,0.0003
356,Nyersanyagpiaci részvény eszközalap,2025-07-18,1.3079,1.3074,-0.0004
357,Presztízs- és luxusmárkák rv. ea.,2025-07-18,3.5139,3.5171,0.0009
358,USA részvény eszközalap,2025-07-18,4.2794,4.2601,-0.0045
359,Ázsia kötvény eszközalap,2025-07-18,2.2106,2.2058,-0.0022
360,Aktív hozamfigyelõ vegyes eszközalap - D,2025-07-21,0.9295,0.9295,0.0
361,Euró likviditás eszközalap - D,2025-07-21,0.9251,0.9251,0.0
362,Európai ingatlancégek részv. eszközalap,2025-07-21,1.8467,1.8467,0.0
363,Európai kötvény eszközalap - D,2025-07-21,1.2285,1.2285,0.0
364,Európai részvény eszközalap,2025-07-21,2.5198,2.5198,0.0
365,Európai vállalati kötvény eszközalap,2025-07-21,1.3184,1.3184,0.0
366,Fejlõdõ piaci részvény ESG eszközalap-D,2025-07-21,1.0393,1.0393,0.0
367,Fejlõdõ ázsiai részvény eszközalap,2025-07-21,2.0988,2.0988,0.0
368,Fenntartható növekedés részvény eszk.,2025-07-21,3.0433,3.0433,0.0
369,Globális egészségügyi részvény eszk.,2025-07-21,3.1593,3.1593,0.0
370,Globális növekedési részvény eszközalap,2025-07-21,2.2603,2.2603,0.0
371,Kiegyensúlyozott vegyes eszközalap - D,2025-07-21,1.385,1.385,0.0
372,Latin-amerikai részvény eszközalap,2025-07-21,1.0479,1.0479,0.0
373,Magas kötvény arányú vegyes eszk. - D,2025-07-21,1.0955,1.0955,0.0
374,Magas védelmû vegyes eszközalap,2025-07-21,1.0917,1.0917,0.0
375,Nemz. élelmiszeripari cégek rv. ea - D,2025-07-21,3.1777,3.1777,0.0
376,Nyersanyagpiaci részvény eszközalap,2025-07-21,1.3074,1.3074,0.0
377,Presztízs- és luxusmárkák rv. ea.,2025-07-21,3.5171,3.5171,0.0
378,USA részvény eszközalap,2025-07-21,4.2601,4.2601,0.0
379,Ázsia kötvény eszközalap,2025-07-21,2.2058,2.2058,0.0
380,Aktív hozamfigyelõ vegyes eszközalap - D,2025-07-21,0.9295,0.9295,0.0
381,Euró likviditás eszközalap - D,2025-07-21,0.9251,0.9251,0.0
382,Európai ingatlancégek részv. eszközalap,2025-07-21,1.8467,1.8467,0.0
383,Európai kötvény eszközalap - D,2025-07-21,1.2285,1.2285,0.0
384,Európai részvény eszközalap,2025-07-21,2.5198,2.5198,0.0
385,Európai vállalati kötvény eszközalap,2025-07-21,1.3184,1.3184,0.0
386,Fejlõdõ piaci részvény ESG eszközalap-D,2025-07-21,1.0393,1.0393,0.0
387,Fejlõdõ ázsiai részvény eszközalap,2025-07-21,2.0988,2.0988,0.0
388,Fenntartható növekedés részvény eszk.,2025-07-21,3.0433,3.0433,0.0
389,Globális egészségügyi részvény eszk.,2025-07-21,3.1593,3.1593,0.0
390,Globális növekedési részvény eszközalap,2025-07-21,2.2603,2.2603,0.0
391,Kiegyensúlyozott vegyes eszközalap - D,2025-07-21,1.385,1.385,0.0
392,Latin-amerikai részvény eszközalap,2025-07-21,1.0479,1.0479,0.0
393,Magas kötvény arányú vegyes eszk. - D,2025-07-21,1.0955,1.0955,0.0
394,Magas védelmû vegyes eszközalap,2025-07-21,1.0917,1.0917,0.0
395,Nemz. élelmiszeripari cégek rv. ea - D,2025-07-21,3.1777,3.1777,0.0
396,Nyersanyagpiaci részvény eszközalap,2025-07-21,1.3074,1.3074,0.0
397,Presztízs- és luxusmárkák rv. ea.,2025-07-21,3.5171,3.5171,0.0
398,USA részvény eszközalap,2025-07-21,4.2601,4.2601,0.0
399,Ázsia kötvény eszközalap,2025-07-21,2.2058,2.2058,0.0
400,Aktív hozamfigyelõ vegyes eszközalap - D,2025-07-21,0.9295,0.9295,0.0
401,Euró likviditás eszközalap - D,2025-07-21,0.9251,0.9251,0.0
402,Európai ingatlancégek részv. eszközalap,2025-07-21,1.8467,1.8467,0.0
403,Európai kötvény eszközalap - D,2025-07-21,1.2285,1.2285,0.0
404,Európai részvény eszközalap,2025-07-21,2.5198,2.5198,0.0
405,Európai vállalati kötvény eszközalap,2025-07-21,1.3184,1.3184,0.0
406,Fejlõdõ piaci részvény ESG eszközalap-D,2025-07-21,1.0393,1.0393,0.0
407,Fejlõdõ ázsiai részvény eszközalap,2025-07-21,2.0988,2.0988,0.0
408,Fenntartható növekedés részvény eszk.,2025-07-21,3.0433,3.0433,0.0
409,Globális egészségügyi részvény eszk.,2025-07-21,3.1593,3.1593,0.0
410,Globális növekedési részvény eszközalap,2025-07-21,2.2603,2.2603,0.0
411,Kiegyensúlyozott vegyes eszközalap - D,2025-07-21,1.385,1.385,0.0
412,Latin-amerikai részvény eszközalap,2025-07-21,1.0479,1.0479,0.0
413,Magas kötvény arányú vegyes eszk. - D,2025-07-21,1.0955,1.0955,0.0
414,Magas védelmû vegyes eszközalap,2025-07-21,1.0917,1.0917,0.0
415,Nemz. élelmiszeripari cégek rv. ea - D,2025-07-21,3.1777,3.1777,0.0
416,Nyersanyagpiaci részvény eszközalap,2025-07-21,1.3074,1.3074,0.0
417,Presztízs- és luxusmárkák rv. ea.,2025-07-21,3.5171,3.5171,0.0
418,USA részvény eszközalap,2025-07-21,4.2601,4.2601,0.0
419,Ázsia kötvény eszközalap,2025-07-21,2.2058,2.2058,0.0
420,Aktív hozamfigyelõ vegyes eszközalap - D,2025-07-22,0.9304,0.9307,0.0004
421,Euró likviditás eszközalap - D,2025-07-22,0.926,0.9262,0.0002
422,Európai ingatlancégek részv. eszközalap,2025-07-22,1.8724,1.878,0.003
423,Európai kötvény eszközalap - D,2025-07-22,1.2349,1.237,0.0017
424,Európai részvény eszközalap,2025-07-22,2.5159,2.4934,-0.0089
425,Európai vállalati kötvény eszközalap,2025-07-22,1.3226,1.324,0.0011
426,Fejlõdõ piaci részvény ESG eszközalap-D,2025-07-22,1.0425,1.0348,-0.0074
427,Fejlõdõ ázsiai részvény eszközalap,2025-07-22,2.0956,2.0739,-0.0104
428,Fenntartható növekedés részvény eszk.,2025-07-22,3.0385,3.027,-0.0038
429,Globális egészségügyi részvény eszk.,2025-07-22,3.1409,3.1721,0.0099
430,Globális növekedési részvény eszközalap,2025-07-22,2.2464,2.2401,-0.0028
431,Kiegyensúlyozott vegyes eszközalap - D,2025-07-22,1.3865,1.3854,-0.0008
432,Latin-amerikai részvény eszközalap,2025-07-22,1.0409,1.0333,-0.0073
433,Magas kötvény arányú vegyes eszk. - D,2025-07-22,1.0991,1.0995,0.0004
434,Magas védelmû vegyes eszközalap,2025-07-22,1.091,1.0888,-0.002
435,Nemz. élelmiszeripari cégek rv. ea - D,2025-07-22,3.1674,3.1587,-0.0028
436,Nyersanyagpiaci részvény eszközalap,2025-07-22,1.3243,1.3265,0.0017
437,Presztízs- és luxusmárkák rv. ea.,2025-07-22,3.4951,3.4843,-0.0031
438,USA részvény eszközalap,2025-07-22,4.2505,4.2446,-0.0014
439,Ázsia kötvény eszközalap,2025-07-22,2.2102,2.2002,-0.0045
440,Aktív hozamfigyelõ vegyes eszközalap - D,2025-07-23,0.9307,0.9337,0.0032
441,Euró likviditás eszközalap - D,2025-07-23,0.9262,0.9263,0.0001
442,Európai ingatlancégek részv. eszközalap,2025-07-23,1.878,1.8617,-0.0087
443,Európai kötvény eszközalap - D,2025-07-23,1.237,1.2366,-0.0004
444,Európai részvény eszközalap,2025-07-23,2.4934,2.5117,0.0073
445,Európai vállalati kötvény eszközalap,2025-07-23,1.324,1.3242,0.0002
446,Fejlõdõ piaci részvény ESG eszközalap-D,2025-07-23,1.0348,1.0486,0.0133
447,Fejlõdõ ázsiai részvény eszközalap,2025-07-23,2.0739,2.0866,0.0061
448,Fenntartható növekedés részvény eszk.,2025-07-23,3.027,3.0596,0.0108
449,Globális egészségügyi részvény eszk.,2025-07-23,3.1721,3.211,0.0123
450,Globális növekedési részvény eszközalap,2025-07-23,2.2401,2.2574,0.0077
451,Kiegyensúlyozott vegyes eszközalap - D,2025-07-23,1.3854,1.389,0.0026
452,Latin-amerikai részvény eszközalap,2025-07-23,1.0333,1.0434,0.0098
453,Magas kötvény arányú vegyes eszk. - D,2025-07-23,1.0995,1.1005,0.0009
454,Magas védelmû vegyes eszközalap,2025-07-23,1.0888,1.0917,0.0026
455,Nemz. élelmiszeripari cégek rv. ea - D,2025-07-23,3.1587,3.1698,0.0035
456,Nyersanyagpiaci részvény eszközalap,2025-07-23,1.3265,1.3458,0.0146
457,Presztízs- és luxusmárkák rv. ea.,2025-07-23,3.4843,3.5385,0.0156
458,USA részvény eszközalap,2025-07-23,4.2446,4.2597,0.0036
459,Ázsia kötvény eszközalap,2025-07-23,2.2002,2.1944,-0.0026
460,Aktív hozamfigyelõ vegyes eszközalap - D,2025-07-24,0.9337,0.9325,-0.0013
461,Euró likviditás eszközalap - D,2025-07-24,0.9263,0.9247,-0.0017
462,Európai ingatlancégek részv. eszközalap,2025-07-24,1.8617,1.8582,-0.0019
463,Európai kötvény eszközalap - D,2025-07-24,1.2366,1.2283,-0.0067
464,Európai részvény eszközalap,2025-07-24,2.5117,2.52,0.0033
465,Európai vállalati kötvény eszközalap,2025-07-24,1.3242,1.3197,-0.0034
466,Fejlõdõ piaci részvény ESG eszközalap-D,2025-07-24,1.0486,1.0463,-0.0022
467,Fejlõdõ ázsiai részvény eszközalap,2025-07-24,2.0866,2.0842,-0.0012
468,Fenntartható növekedés részvény eszk.,2025-07-24,3.0596,3.071,0.0037
469,Globális egészségügyi részvény eszk.,2025-07-24,3.211,3.2502,0.0122
470,Globális növekedési részvény eszközalap,2025-07-24,2.2574,2.2651,0.0034
471,Kiegyensúlyozott vegyes eszközalap - D,2025-07-24,1.389,1.3866,-0.0017
472,Latin-amerikai részvény eszközalap,2025-07-24,1.0434,1.045,0.0015
473,Magas kötvény arányú vegyes eszk. - D,2025-07-24,1.1005,1.0966,-0.0035
474,Magas védelmû vegyes eszközalap,2025-07-24,1.0917,1.0923,0.0005
475,Nemz. élelmiszeripari cégek rv. ea - D,2025-07-24,3.1698,3.1594,-0.0033
476,Nyersanyagpiaci részvény eszközalap,2025-07-24,1.3458,1.3282,-0.0131
477,Presztízs- és luxusmárkák rv. ea.,2025-07-24,3.5385,3.5156,-0.0065
478,USA részvény eszközalap,2025-07-24,4.2597,4.2485,-0.0026
479,Ázsia kötvény eszközalap,2025-07-24,2.1944,2.1903,-0.0019
480,Aktív hozamfigyelõ vegyes eszközalap - D,2025-07-25,0.9325,0.9334,0.001
481,Euró likviditás eszközalap - D,2025-07-25,0.9247,0.9243,-0.0005
482,Európai ingatlancégek részv. eszközalap,2025-07-25,1.8582,1.8441,-0.0076
483,Európai kötvény eszközalap - D,2025-07-25,1.2283,1.2263,-0.0016
484,Európai részvény eszközalap,2025-07-25,2.52,2.51,-0.004
485,Európai vállalati kötvény eszközalap,2025-07-25,1.3197,1.3187,-0.0008
486,Fejlõdõ piaci részvény ESG eszközalap-D,2025-07-25,1.0463,1.0394,-0.0066
487,Fejlõdõ ázsiai részvény eszközalap,2025-07-25,2.0842,2.0884,0.002
488,Fenntartható növekedés részvény eszk.,2025-07-25,3.071,3.08,0.0029
489,Globális egészségügyi részvény eszk.,2025-07-25,3.2502,3.232,-0.0056
490,Globális növekedési részvény eszközalap,2025-07-25,2.2651,2.2705,0.0024
491,Kiegyensúlyozott vegyes eszközalap - D,2025-07-25,1.3866,1.3869,0.0003
492,Latin-amerikai részvény eszközalap,2025-07-25,1.045,1.0471,0.002
493,Magas kötvény arányú vegyes eszk. - D,2025-07-25,1.0966,1.0961,-0.0004
494,Magas védelmû vegyes eszközalap,2025-07-25,1.0923,1.0922,-0.0001
495,Nemz. élelmiszeripari cégek rv. ea - D,2025-07-25,3.1594,3.1516,-0.0025
496,Nyersanyagpiaci részvény eszközalap,2025-07-25,1.3282,1.323,-0.0039
497,Presztízs- és luxusmárkák rv. ea.,2025-07-25,3.5156,3.5518,0.0103
498,USA részvény eszközalap,2025-07-25,4.2485,4.2798,0.0073
499,Ázsia kötvény eszközalap,2025-07-25,2.1903,2.1931,0.0013
500,Aktív hozamfigyelõ vegyes eszközalap - D,2025-07-28,0.9334,0.9334,0.0
501,Euró likviditás eszközalap - D,2025-07-28,0.9243,0.9243,0.0
502,Európai ingatlancégek részv. eszközalap,2025-07-28,1.8441,1.8441,0.0
503,Európai kötvény eszközalap - D,2025-07-28,1.2263,1.2263,0.0
504,Európai részvény eszközalap,2025-07-28,2.51,2.51,0.0
505,Európai vállalati kötvény eszközalap,2025-07-28,1.3187,1.3187,0.0
506,Fejlõdõ piaci részvény ESG eszközalap-D,2025-07-28,1.0394,1.0394,0.0
507,Fejlõdõ ázsiai részvény eszközalap,2025-07-28,2.0884,2.0884,0.0
508,Fenntartható növekedés részvény eszk.,2025-07-28,3.08,3.08,0.0
509,Globális egészségügyi részvény eszk.,2025-07-28,3.232,3.232,0.0
510,Globális növekedési részvény eszközalap,2025-07-28,2.2705,2.2705,0.0
511,Kiegyensúlyozott vegyes eszközalap - D,2025-07-28,1.3869,1.3869,0.0
512,Latin-amerikai részvény eszközalap,2025-07-28,1.0471,1.0471,0.0
513,Magas kötvény arányú vegyes eszk. - D,2025-07-28,1.0961,1.0961,0.0
514,Magas védelmû vegyes eszközalap,2025-07-28,1.0922,1.0922,0.0
515,Nemz. élelmiszeripari cégek rv. ea - D,2025-07-28,3.1516,3.1516,0.0
516,Nyersanyagpiaci részvény eszközalap,2025-07-28,1.323,1.323,0.0
517,Presztízs- és luxusmárkák rv. ea.,2025-07-28,3.5518,3.5518,0.0
518,USA részvény eszközalap,2025-07-28,4.2798,4.2798,0.0
519,Ázsia kötvény eszközalap,2025-07-28,2.1931,2.1931,0.0
520,Aktív hozamfigyelõ vegyes eszközalap - D,2025-07-28,0.9334,0.9334,0.0
521,Euró likviditás eszközalap - D,2025-07-28,0.9243,0.9243,0.0
522,Európai ingatlancégek részv. eszközalap,2025-07-28,1.8441,1.8441,0.0
523,Európai kötvény eszközalap - D,2025-07-28,1.2263,1.2263,0.0
524,Európai részvény eszközalap,2025-07-28,2.51,2.51,0.0
525,Európai vállalati kötvény eszközalap,2025-07-28,1.3187,1.3187,0.0
526,Fejlõdõ piaci részvény ESG eszközalap-D,2025-07-28,1.0394,1.0394,0.0
527,Fejlõdõ ázsiai részvény eszközalap,2025-07-28,2.0884,2.0884,0.0
528,Fenntartható növekedés részvény eszk.,2025-07-28,3.08,3.08,0.0
529,Globális egészségügyi részvény eszk.,2025-07-28,3.232,3.232,0.0
530,Globális növekedési részvény eszközalap,2025-07-28,2.2705,2.2705,0.0
531,Kiegyensúlyozott vegyes eszközalap - D,2025-07-28,1.3869,1.3869,0.0
532,Latin-amerikai részvény eszközalap,2025-07-28,1.0471,1.0471,0.0
533,Magas kötvény arányú vegyes eszk. - D,2025-07-28,1.0961,1.0961,0.0
534,Magas védelmû vegyes eszközalap,2025-07-28,1.0922,1.0922,0.0
535,Nemz. élelmiszeripari cégek rv. ea - D,2025-07-28,3.1516,3.1516,0.0
536,Nyersanyagpiaci részvény eszközalap,2025-07-28,1.323,1.323,0.0
537,Presztízs- és luxusmárkák rv. ea.,2025-07-28,3.5518,3.5518,0.0
538,USA részvény eszközalap,2025-07-28,4.2798,4.2798,0.0
539,Ázsia kötvény eszközalap,2025-07-28,2.1931,2.1931,0.0
540,Aktív hozamfigyelõ vegyes eszközalap - D,2025-07-28,0.9334,0.9334,0.0
541,Euró likviditás eszközalap - D,2025-07-28,0.9243,0.9243,0.0
542,Európai ingatlancégek részv. eszközalap,2025-07-28,1.8441,1.8441,0.0
543,Európai kötvény eszközalap - D,2025-07-28,1.2263,1.2263,0.0
544,Európai részvény eszközalap,2025-07-28,2.51,2.51,0.0
545,Európai vállalati kötvény eszközalap,2025-07-28,1.3187,1.3187,0.0
546,Fejlõdõ piaci részvény ESG eszközalap-D,2025-07-28,1.0394,1.0394,0.0
547,Fejlõdõ ázsiai részvény eszközalap,2025-07-28,2.0884,2.0884,0.0
548,Fenntartható növekedés részvény eszk.,2025-07-28,3.08,3.08,0.0
549,Globális egészségügyi részvény eszk.,2025-07-28,3.232,3.232,0.0
550,Globális növekedési részvény eszközalap,2025-07-28,2.2705,2.2705,0.0
551,Kiegyensúlyozott vegyes eszközalap - D,2025-07-28,1.3869,1.3869,0.0
552,Latin-amerikai részvény eszközalap,2025-07-28,1.0471,1.0471,0.0
553,Magas kötvény arányú vegyes eszk. - D,2025-07-28,1.0961,1.0961,0.0
554,Magas védelmû vegyes eszközalap,2025-07-28,1.0922,1.0922,0.0
555,Nemz. élelmiszeripari cégek rv. ea - D,2025-07-28,3.1516,3.1516,0.0
556,Nyersanyagpiaci részvény eszközalap,2025-07-28,1.323,1.323,0.0
557,Presztízs- és luxusmárkák rv. ea.,2025-07-28,3.5518,3.5518,0.0
558,USA részvény eszközalap,2025-07-28,4.2798,4.2798,0.0
559,Ázsia kötvény eszközalap,2025-07-28,2.1931,2.1931,0.0
560,Aktív hozamfigyelõ vegyes eszközalap - D,2025-07-29,0.9346,0.9376,0.0032
561,Euró likviditás eszközalap - D,2025-07-29,0.925,0.9248,-0.0002
562,Európai ingatlancégek részv. eszközalap,2025-07-29,1.8527,1.8496,-0.0017
563,Európai kötvény eszközalap - D,2025-07-29,1.23,1.2302,0.0001
564,Európai részvény eszközalap,2025-07-29,2.5082,2.5306,0.0089
565,Európai vállalati kötvény eszközalap,2025-07-29,1.3217,1.3217,0.0
566,Fejlõdõ piaci részvény ESG eszközalap-D,2025-07-29,1.044,1.0532,0.0088
567,Fejlõdõ ázsiai részvény eszközalap,2025-07-29,2.0986,2.1198,0.0101
568,Fenntartható növekedés részvény eszk.,2025-07-29,3.1028,3.114,0.0036
569,Globális egészségügyi részvény eszk.,2025-07-29,3.224,3.1902,-0.0105
570,Globális növekedési részvény eszközalap,2025-07-29,2.2769,2.288,0.0049
571,Kiegyensúlyozott vegyes eszközalap - D,2025-07-29,1.3917,1.3966,0.0035
572,Latin-amerikai részvény eszközalap,2025-07-29,1.0364,1.0427,0.006
573,Magas kötvény arányú vegyes eszk. - D,2025-07-29,1.0994,1.1014,0.0018
574,Magas védelmû vegyes eszközalap,2025-07-29,1.0911,1.0929,0.0017
575,Nemz. élelmiszeripari cégek rv. ea - D,2025-07-29,3.1577,3.1822,0.0078
576,Nyersanyagpiaci részvény eszközalap,2025-07-29,1.3286,1.3256,-0.0022
577,Presztízs- és luxusmárkák rv. ea.,2025-07-29,3.5688,3.5423,-0.0074
578,USA részvény eszközalap,2025-07-29,4.3094,4.3354,0.006
579,Ázsia kötvény eszközalap,2025-07-29,2.2088,2.2295,0.0094
580,Aktív hozamfigyelõ vegyes eszközalap - D,2025-07-30,0.9376,0.9362,-0.0015
581,Euró likviditás eszközalap - D,2025-07-30,0.9248,0.9245,-0.0003
582,Európai ingatlancégek részv. eszközalap,2025-07-30,1.8496,1.8439,-0.0031
583,Európai kötvény eszközalap - D,2025-07-30,1.2302,1.2282,-0.0016
584,Európai részvény eszközalap,2025-07-30,2.5306,2.5376,0.0028
585,Európai vállalati kötvény eszközalap,2025-07-30,1.3217,1.321,-0.0005
586,Fejlõdõ piaci részvény ESG eszközalap-D,2025-07-30,1.0532,1.0527,-0.0005
587,Fejlõdõ ázsiai részvény eszközalap,2025-07-30,2.1198,2.1202,0.0002
588,Fenntartható növekedés részvény eszk.,2025-07-30,3.114,3.1152,0.0004
589,Globális egészségügyi részvény eszk.,2025-07-30,3.1902,3.198,0.0024
590,Globális növekedési részvény eszközalap,2025-07-30,2.288,2.2761,-0.0052
591,Kiegyensúlyozott vegyes eszközalap - D,2025-07-30,1.3966,1.3979,0.0009
592,Latin-amerikai részvény eszközalap,2025-07-30,1.0427,1.0496,0.0066
593,Magas kötvény arányú vegyes eszk. - D,2025-07-30,1.1014,1.1012,-0.0001
594,Magas védelmû vegyes eszközalap,2025-07-30,1.0929,1.0939,0.0009
595,Nemz. élelmiszeripari cégek rv. ea - D,2025-07-30,3.1822,3.189,0.0021
596,Nyersanyagpiaci részvény eszközalap,2025-07-30,1.3256,1.327,0.0011
597,Presztízs- és luxusmárkák rv. ea.,2025-07-30,3.5423,3.5348,-0.0021
598,USA részvény eszközalap,2025-07-30,4.3354,4.352,0.0038
599,Ázsia kötvény eszközalap,2025-07-30,2.2295,2.2349,0.0024
600,Aktív hozamfigyelõ vegyes eszközalap - D,2025-07-31,0.9362,0.9345,-0.0018
601,Euró likviditás eszközalap - D,2025-07-31,0.9245,0.9244,-0.0001
602,Európai ingatlancégek részv. eszközalap,2025-07-31,1.8439,1.8423,-0.0008
603,Európai kötvény eszközalap - D,2025-07-31,1.2282,1.2292,0.0008
604,Európai részvény eszközalap,2025-07-31,2.5376,2.521,-0.0066
605,Európai vállalati kötvény eszközalap,2025-07-31,1.321,1.3216,0.0004
606,Fejlõdõ piaci részvény ESG eszközalap-D,2025-07-31,1.0527,1.0461,-0.0062
607,Fejlõdõ ázsiai részvény eszközalap,2025-07-31,2.1202,2.111,-0.0043
608,Fenntartható növekedés részvény eszk.,2025-07-31,3.1152,3.1007,-0.0047
609,Globális egészségügyi részvény eszk.,2025-07-31,3.198,3.177,-0.0066
610,Globális növekedési részvény eszközalap,2025-07-31,2.2761,2.2669,-0.0041
