id,asset,opening_date,opening_euro_value,closing_date,closing_euro_value,period_yield_pct,asset_growth_pct,growth_factor,cumulative_growth,period_yield_pct_cumprod
3775,Magas védelmû vegyes eszközalap,2025-12-08,1.1043,2025-12-08,1.1043,0.0,0.0,1.0,1.0009,0.09
3776,Nemz. élelmiszeripari cégek rv. ea - D,2025-12-08,3.1728,2025-12-08,3.1728,0.0,0.0,1.0,1.0138,1.38
3777,Nyersanyagpiaci részvény eszközalap,2025-12-08,1.4276,2025-12-08,1.4276,0.0,0.0,1.0,1.0014,0.14
3778,Presztízs- és luxusmárkák rv. ea.,2025-12-08,3.6691,2025-12-08,3.6691,0.0,0.0,1.0,1.0183,1.83
3779,USA részvény eszközalap,2025-12-08,4.6625,2025-12-08,4.6625,0.0,0.0,1.0,1.0108,1.08
3780,Ázsia kötvény eszközalap,2025-12-08,2.2605,2025-12-08,2.2605,0.0,0.0,1.0,1.0291,2.91
3781,Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-09,0.9508,2025-12-10,0.95,-0.0008,-0.3459,0.9992,1.0038,0.38
3782,Euró likviditás eszközalap - D,2025-12-09,0.9244,2025-12-10,0.9246,0.0003,-0.1189,1.0003,0.9986,-0.14
3783,Európai ingatlancégek részv. eszközalap,2025-12-09,1.7926,2025-12-10,1.7823,-0.0058,-1.4459,0.9942,0.9068,-9.32
3784,Európai kötvény eszközalap - D,2025-12-09,1.2256,2025-12-10,1.2266,0.0008,-0.4791,1.0008,0.9911,-0.89
3785,Európai részvény eszközalap,2025-12-09,2.6826,2025-12-10,2.6758,-0.0026,-0.0782,0.9974,1.0002,0.02
3786,Európai vállalati kötvény eszközalap,2025-12-09,1.3218,2025-12-10,1.3228,0.0007,-0.3393,1.0007,1.0019,0.19
3787,Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-09,1.1444,2025-12-10,1.1361,-0.0073,-0.461,0.9927,0.983,-1.7
3788,Fejlõdõ ázsiai részvény eszközalap,2025-12-09,2.4068,2025-12-10,2.3985,-0.0034,-0.2817,0.9966,1.1031,10.31
3789,Fenntartható növekedés részvény eszk.,2025-12-09,3.1919,2025-12-10,3.186,-0.0019,-0.2469,0.9981,0.9709,-2.91
3790,Globális egészségügyi részvény eszk.,2025-12-09,3.5316,2025-12-10,3.5263,-0.0015,-1.095,0.9985,1.0994,9.94
3791,Globális növekedési részvény eszközalap,2025-12-09,2.1541,2025-12-10,2.1404,-0.0064,-0.7693,0.9936,0.9311,-6.89
3792,Kiegyensúlyozott vegyes eszközalap - D,2025-12-09,1.4374,2025-12-10,1.4372,-0.0001,-0.2429,0.9999,1.0144,1.44
3793,Latin-amerikai részvény eszközalap,2025-12-09,1.2388,2025-12-10,1.2353,-0.0029,-1.1333,0.9971,1.069,6.9
3794,Magas kötvény arányú vegyes eszk. - D,2025-12-09,1.1137,2025-12-10,1.1143,0.0006,-0.3668,1.0006,1.0031,0.31
3795,Magas védelmû vegyes eszközalap,2025-12-09,1.1041,2025-12-10,1.1039,-0.0002,-0.0181,0.9998,1.0007,0.07
3796,Nemz. élelmiszeripari cégek rv. ea - D,2025-12-09,3.1381,2025-12-10,3.1343,-0.0012,-1.0937,0.9988,1.0126,1.26
3797,Nyersanyagpiaci részvény eszközalap,2025-12-09,1.4188,2025-12-10,1.4146,-0.0029,-0.6164,0.9971,0.9985,-0.15
3798,Presztízs- és luxusmárkák rv. ea.,2025-12-09,3.6517,2025-12-10,3.6299,-0.006,-0.4742,0.994,1.0122,1.22
3799,USA részvény eszközalap,2025-12-09,4.6517,2025-12-10,4.6484,-0.0007,-0.2316,0.9993,1.0101,1.01
3800,Ázsia kötvény eszközalap,2025-12-09,2.2598,2025-12-10,2.2588,-0.0004,-0.031,0.9996,1.0286,2.86
3801,Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-10,0.95,2025-12-11,0.952,0.0021,-0.0841,1.0021,1.0059,0.59
3802,Euró likviditás eszközalap - D,2025-12-10,0.9246,2025-12-11,0.9243,-0.0004,0.0216,0.9996,0.9982,-0.18
3803,Európai ingatlancégek részv. eszközalap,2025-12-10,1.7823,2025-12-11,1.7792,-0.0017,-0.5746,0.9983,0.9052,-9.48
3804,Európai kötvény eszközalap - D,2025-12-10,1.2266,2025-12-11,1.2266,0.0,0.0816,1.0,0.9911,-0.89
3805,Európai részvény eszközalap,2025-12-10,2.6758,2025-12-11,2.6675,-0.0031,-0.2535,0.9969,0.9971,-0.29
3806,Európai vállalati kötvény eszközalap,2025-12-10,1.3228,2025-12-11,1.322,-0.0007,0.0757,0.9993,1.0012,0.12
3807,Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-10,1.1361,2025-12-11,1.1381,0.0018,-0.7253,1.0018,0.9848,-1.52
3808,Fejlõdõ ázsiai részvény eszközalap,2025-12-10,2.3985,2025-12-11,2.4126,0.0059,-0.3449,1.0059,1.1096,10.96
3809,Fenntartható növekedés részvény eszk.,2025-12-10,3.186,2025-12-11,3.1971,0.0035,-0.1848,1.0035,0.9743,-2.57
3810,Globális egészségügyi részvény eszk.,2025-12-10,3.5263,2025-12-11,3.5003,-0.0074,-0.1501,0.9926,1.0913,9.13
3811,Globális növekedési részvény eszközalap,2025-12-10,2.1404,2025-12-11,2.1447,0.002,-0.636,1.002,0.933,-6.7
3812,Kiegyensúlyozott vegyes eszközalap - D,2025-12-10,1.4372,2025-12-11,1.439,0.0012,-0.0139,1.0012,1.0156,1.56
3813,Latin-amerikai részvény eszközalap,2025-12-10,1.2353,2025-12-11,1.2351,-0.0001,-0.2825,0.9999,1.0689,6.89
3814,Magas kötvény arányú vegyes eszk. - D,2025-12-10,1.1143,2025-12-11,1.1148,0.0004,0.0539,1.0004,1.0035,0.35
3815,Magas védelmû vegyes eszközalap,2025-12-10,1.1039,2025-12-11,1.1025,-0.0012,-0.0181,0.9988,0.9995,-0.05
3816,Nemz. élelmiszeripari cégek rv. ea - D,2025-12-10,3.1343,2025-12-11,3.1413,0.0022,-0.1211,1.0022,1.0148,1.48
3817,Nyersanyagpiaci részvény eszközalap,2025-12-10,1.4146,2025-12-11,1.4131,-0.0011,-0.296,0.9989,0.9974,-0.26
3818,Presztízs- és luxusmárkák rv. ea.,2025-12-10,3.6299,2025-12-11,3.6072,-0.0063,-0.597,0.9937,1.0058,0.58
3819,USA részvény eszközalap,2025-12-10,4.6484,2025-12-11,4.6767,0.0061,-0.0709,1.0061,1.0163,1.63
3820,Ázsia kötvény eszközalap,2025-12-10,2.2588,2025-12-11,2.2614,0.0011,-0.0443,1.0011,1.0298,2.98
3821,Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-11,0.952,2025-12-12,0.9519,-0.0001,0.2105,0.9999,1.0058,0.58
3822,Euró likviditás eszközalap - D,2025-12-11,0.9243,2025-12-12,0.9246,0.0003,-0.0324,1.0003,0.9985,-0.15
3823,Európai ingatlancégek részv. eszközalap,2025-12-11,1.7792,2025-12-12,1.781,0.001,-0.1739,1.001,0.9062,-9.38
3824,Európai kötvény eszközalap - D,2025-12-11,1.2266,2025-12-12,1.2281,0.0012,0.0,1.0012,0.9923,-0.77
3825,Európai részvény eszközalap,2025-12-11,2.6675,2025-12-12,2.6897,0.0083,-0.3102,1.0083,1.0054,0.54
3826,Európai vállalati kötvény eszközalap,2025-12-11,1.322,2025-12-12,1.3229,0.0007,-0.0605,1.0007,1.0019,0.19
3827,Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-11,1.1381,2025-12-12,1.1329,-0.0046,0.176,0.9954,0.9802,-1.98
3828,Fejlõdõ ázsiai részvény eszközalap,2025-12-11,2.4126,2025-12-12,2.3812,-0.013,0.5879,0.987,1.0952,9.52
3829,Fenntartható növekedés részvény eszk.,2025-12-11,3.1971,2025-12-12,3.1803,-0.0053,0.3484,0.9947,0.9691,-3.09
3830,Globális egészségügyi részvény eszk.,2025-12-11,3.5003,2025-12-12,3.5417,0.0118,-0.7373,1.0118,1.1042,10.42
3831,Globális növekedési részvény eszközalap,2025-12-11,2.1447,2025-12-12,2.1425,-0.0011,0.2009,0.9989,0.9319,-6.81
3832,Kiegyensúlyozott vegyes eszközalap - D,2025-12-11,1.439,2025-12-12,1.4384,-0.0004,0.1252,0.9996,1.0152,1.52
3833,Latin-amerikai részvény eszközalap,2025-12-11,1.2351,2025-12-12,1.2504,0.0124,-0.0162,1.0124,1.0822,8.22
3834,Magas kötvény arányú vegyes eszk. - D,2025-12-11,1.1148,2025-12-12,1.1152,0.0004,0.0449,1.0004,1.0039,0.39
3835,Magas védelmû vegyes eszközalap,2025-12-11,1.1025,2025-12-12,1.1059,0.0031,-0.1268,1.0031,1.0026,0.26
3836,Nemz. élelmiszeripari cégek rv. ea - D,2025-12-11,3.1413,2025-12-12,3.1408,-0.0001,0.2233,0.9999,1.0147,1.47
3837,Nyersanyagpiaci részvény eszközalap,2025-12-11,1.4131,2025-12-12,1.4392,0.0184,-0.106,1.0184,1.0158,1.58
3838,Presztízs- és luxusmárkák rv. ea.,2025-12-11,3.6072,2025-12-12,3.6817,0.0207,-0.6254,1.0207,1.0267,2.67
3839,USA részvény eszközalap,2025-12-11,4.6767,2025-12-12,4.6416,-0.0075,0.6088,0.9925,1.0087,0.87
3840,Ázsia kötvény eszközalap,2025-12-11,2.2614,2025-12-12,2.2531,-0.0037,0.1151,0.9963,1.026,2.6
3841,Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-12,0.9519,2025-12-13,0.9482,-0.004,-0.0105,0.996,1.0018,0.18
3842,Euró likviditás eszközalap - D,2025-12-12,0.9246,2025-12-13,0.9246,0.0,0.0325,1.0,0.9985,-0.15
3843,Európai ingatlancégek részv. eszközalap,2025-12-12,1.781,2025-12-13,1.7783,-0.0015,0.1012,0.9985,0.9048,-9.52
3844,Európai kötvény eszközalap - D,2025-12-12,1.2281,2025-12-13,1.2272,-0.0007,0.1223,0.9993,0.9916,-0.84
3845,Európai részvény eszközalap,2025-12-12,2.6897,2025-12-13,2.6767,-0.0048,0.8322,0.9952,1.0006,0.06
3846,Európai vállalati kötvény eszközalap,2025-12-12,1.3229,2025-12-13,1.3227,-0.0002,0.0681,0.9998,1.0017,0.17
3847,Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-12,1.1329,2025-12-13,1.1328,0.0,-0.4569,1.0,0.9802,-1.98
3848,Fejlõdõ ázsiai részvény eszközalap,2025-12-12,2.3812,2025-12-13,2.3961,0.0063,-1.3015,1.0063,1.1021,10.21
3849,Fenntartható növekedés részvény eszk.,2025-12-12,3.1803,2025-12-13,3.1543,-0.0082,-0.5255,0.9918,0.9612,-3.88
3850,Globális egészségügyi részvény eszk.,2025-12-12,3.5417,2025-12-13,3.5468,0.0014,1.1828,1.0014,1.1057,10.57
3851,Globális növekedési részvény eszközalap,2025-12-12,2.1425,2025-12-13,2.1254,-0.008,-0.1026,0.992,0.9245,-7.55
3852,Kiegyensúlyozott vegyes eszközalap - D,2025-12-12,1.4384,2025-12-13,1.433,-0.0037,-0.0417,0.9963,1.0115,1.15
3853,Latin-amerikai részvény eszközalap,2025-12-12,1.2504,2025-12-13,1.2487,-0.0014,1.2388,0.9986,1.0806,8.06
3854,Magas kötvény arányú vegyes eszk. - D,2025-12-12,1.1152,2025-12-13,1.1126,-0.0024,0.0359,0.9976,1.0015,0.15
3855,Magas védelmû vegyes eszközalap,2025-12-12,1.1059,2025-12-13,1.1041,-0.0016,0.3084,0.9984,1.001,0.1
3856,Nemz. élelmiszeripari cégek rv. ea - D,2025-12-12,3.1408,2025-12-13,3.1404,-0.0001,-0.0159,0.9999,1.0146,1.46
3857,Nyersanyagpiaci részvény eszközalap,2025-12-12,1.4392,2025-12-13,1.4348,-0.0031,1.847,0.9969,1.0126,1.26
3858,Presztízs- és luxusmárkák rv. ea.,2025-12-12,3.6817,2025-12-13,3.6856,0.0011,2.0653,1.0011,1.0278,2.78
3859,USA részvény eszközalap,2025-12-12,4.6416,2025-12-13,4.6073,-0.0074,-0.7505,0.9926,1.0012,0.12
3860,Ázsia kötvény eszközalap,2025-12-12,2.2531,2025-12-13,2.2463,-0.003,-0.367,0.997,1.0229,2.29
3861,Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-13,0.9482,2025-12-13,0.9482,0.0,-0.3887,1.0,1.0018,0.18
3862,Euró likviditás eszközalap - D,2025-12-13,0.9246,2025-12-13,0.9246,0.0,0.0,1.0,0.9985,-0.15
3863,Európai ingatlancégek részv. eszközalap,2025-12-13,1.7783,2025-12-13,1.7783,0.0,-0.1516,1.0,0.9048,-9.52
3864,Európai kötvény eszközalap - D,2025-12-13,1.2272,2025-12-13,1.2272,0.0,-0.0733,1.0,0.9916,-0.84
3865,Európai részvény eszközalap,2025-12-13,2.6767,2025-12-13,2.6767,0.0,-0.4833,1.0,1.0006,0.06
3866,Európai vállalati kötvény eszközalap,2025-12-13,1.3227,2025-12-13,1.3227,0.0,-0.0151,1.0,1.0017,0.17
3867,Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-13,1.1328,2025-12-13,1.1328,0.0,-0.0088,1.0,0.9802,-1.98
3868,Fejlõdõ ázsiai részvény eszközalap,2025-12-13,2.3961,2025-12-13,2.3961,0.0,0.6257,1.0,1.1021,10.21
3869,Fenntartható növekedés részvény eszk.,2025-12-13,3.1543,2025-12-13,3.1543,0.0,-0.8175,1.0,0.9612,-3.88
3870,Globális egészségügyi részvény eszk.,2025-12-13,3.5468,2025-12-13,3.5468,0.0,0.144,1.0,1.1057,10.57
3871,Globális növekedési részvény eszközalap,2025-12-13,2.1254,2025-12-13,2.1254,0.0,-0.7981,1.0,0.9245,-7.55
3872,Kiegyensúlyozott vegyes eszközalap - D,2025-12-13,1.433,2025-12-13,1.433,0.0,-0.3754,1.0,1.0115,1.15
3873,Latin-amerikai részvény eszközalap,2025-12-13,1.2487,2025-12-13,1.2487,0.0,-0.136,1.0,1.0806,8.06
3874,Magas kötvény arányú vegyes eszk. - D,2025-12-13,1.1126,2025-12-13,1.1126,0.0,-0.2331,1.0,1.0015,0.15
3875,Magas védelmû vegyes eszközalap,2025-12-13,1.1041,2025-12-13,1.1041,0.0,-0.1628,1.0,1.001,0.1
3876,Nemz. élelmiszeripari cégek rv. ea - D,2025-12-13,3.1404,2025-12-13,3.1404,0.0,-0.0127,1.0,1.0146,1.46
3877,Nyersanyagpiaci részvény eszközalap,2025-12-13,1.4348,2025-12-13,1.4348,0.0,-0.3057,1.0,1.0126,1.26
3878,Presztízs- és luxusmárkák rv. ea.,2025-12-13,3.6856,2025-12-13,3.6856,0.0,0.1059,1.0,1.0278,2.78
3879,USA részvény eszközalap,2025-12-13,4.6073,2025-12-13,4.6073,0.0,-0.739,1.0,1.0012,0.12
3880,Ázsia kötvény eszközalap,2025-12-13,2.2463,2025-12-13,2.2463,0.0,-0.3018,1.0,1.0229,2.29
3881,Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-14,0.9482,2025-12-14,0.9482,0.0,0.0,1.0,1.0018,0.18
3882,Euró likviditás eszközalap - D,2025-12-14,0.9246,2025-12-14,0.9246,0.0,0.0,1.0,0.9985,-0.15
3883,Európai ingatlancégek részv. eszközalap,2025-12-14,1.7783,2025-12-14,1.7783,0.0,0.0,1.0,0.9048,-9.52
3884,Európai kötvény eszközalap - D,2025-12-14,1.2272,2025-12-14,1.2272,0.0,0.0,1.0,0.9916,-0.84
3885,Európai részvény eszközalap,2025-12-14,2.6767,2025-12-14,2.6767,0.0,0.0,1.0,1.0006,0.06
3886,Európai vállalati kötvény eszközalap,2025-12-14,1.3227,2025-12-14,1.3227,0.0,0.0,1.0,1.0017,0.17
3887,Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-14,1.1328,2025-12-14,1.1328,0.0,0.0,1.0,0.9802,-1.98
3888,Fejlõdõ ázsiai részvény eszközalap,2025-12-14,2.3961,2025-12-14,2.3961,0.0,0.0,1.0,1.1021,10.21
3889,Fenntartható növekedés részvény eszk.,2025-12-14,3.1543,2025-12-14,3.1543,0.0,0.0,1.0,0.9612,-3.88
3890,Globális egészségügyi részvény eszk.,2025-12-14,3.5468,2025-12-14,3.5468,0.0,0.0,1.0,1.1057,10.57
3891,Globális növekedési részvény eszközalap,2025-12-14,2.1254,2025-12-14,2.1254,0.0,0.0,1.0,0.9245,-7.55
3892,Kiegyensúlyozott vegyes eszközalap - D,2025-12-14,1.433,2025-12-14,1.433,0.0,0.0,1.0,1.0115,1.15
3893,Latin-amerikai részvény eszközalap,2025-12-14,1.2487,2025-12-14,1.2487,0.0,0.0,1.0,1.0806,8.06
3894,Magas kötvény arányú vegyes eszk. - D,2025-12-14,1.1126,2025-12-14,1.1126,0.0,0.0,1.0,1.0015,0.15
3895,Magas védelmû vegyes eszközalap,2025-12-14,1.1041,2025-12-14,1.1041,0.0,0.0,1.0,1.001,0.1
3896,Nemz. élelmiszeripari cégek rv. ea - D,2025-12-14,3.1404,2025-12-14,3.1404,0.0,0.0,1.0,1.0146,1.46
3897,Nyersanyagpiaci részvény eszközalap,2025-12-14,1.4348,2025-12-14,1.4348,0.0,0.0,1.0,1.0126,1.26
3898,Presztízs- és luxusmárkák rv. ea.,2025-12-14,3.6856,2025-12-14,3.6856,0.0,0.0,1.0,1.0278,2.78
3899,USA részvény eszközalap,2025-12-14,4.6073,2025-12-14,4.6073,0.0,0.0,1.0,1.0012,0.12
3900,Ázsia kötvény eszközalap,2025-12-14,2.2463,2025-12-14,2.2463,0.0,0.0,1.0,1.0229,2.29
3901,Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-15,0.9482,2025-12-15,0.9482,0.0,0.0,1.0,1.0018,0.18
3902,Euró likviditás eszközalap - D,2025-12-15,0.9246,2025-12-15,0.9246,0.0,0.0,1.0,0.9985,-0.15
3903,Európai ingatlancégek részv. eszközalap,2025-12-15,1.7783,2025-12-15,1.7783,0.0,0.0,1.0,0.9048,-9.52
3904,Európai kötvény eszközalap - D,2025-12-15,1.2272,2025-12-15,1.2272,0.0,0.0,1.0,0.9916,-0.84
3905,Európai részvény eszközalap,2025-12-15,2.6767,2025-12-15,2.6767,0.0,0.0,1.0,1.0006,0.06
3906,Európai vállalati kötvény eszközalap,2025-12-15,1.3227,2025-12-15,1.3227,0.0,0.0,1.0,1.0017,0.17
3907,Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-15,1.1328,2025-12-15,1.1328,0.0,0.0,1.0,0.9802,-1.98
3908,Fejlõdõ ázsiai részvény eszközalap,2025-12-15,2.3961,2025-12-15,2.3961,0.0,0.0,1.0,1.1021,10.21
3909,Fenntartható növekedés részvény eszk.,2025-12-15,3.1543,2025-12-15,3.1543,0.0,0.0,1.0,0.9612,-3.88
3910,Globális egészségügyi részvény eszk.,2025-12-15,3.5468,2025-12-15,3.5468,0.0,0.0,1.0,1.1057,10.57
3911,Globális növekedési részvény eszközalap,2025-12-15,2.1254,2025-12-15,2.1254,0.0,0.0,1.0,0.9245,-7.55
3912,Kiegyensúlyozott vegyes eszközalap - D,2025-12-15,1.433,2025-12-15,1.433,0.0,0.0,1.0,1.0115,1.15
3913,Latin-amerikai részvény eszközalap,2025-12-15,1.2487,2025-12-15,1.2487,0.0,0.0,1.0,1.0806,8.06
3914,Magas kötvény arányú vegyes eszk. - D,2025-12-15,1.1126,2025-12-15,1.1126,0.0,0.0,1.0,1.0015,0.15
3915,Magas védelmû vegyes eszközalap,2025-12-15,1.1041,2025-12-15,1.1041,0.0,0.0,1.0,1.001,0.1
3916,Nemz. élelmiszeripari cégek rv. ea - D,2025-12-15,3.1404,2025-12-15,3.1404,0.0,0.0,1.0,1.0146,1.46
3917,Nyersanyagpiaci részvény eszközalap,2025-12-15,1.4348,2025-12-15,1.4348,0.0,0.0,1.0,1.0126,1.26
3918,Presztízs- és luxusmárkák rv. ea.,2025-12-15,3.6856,2025-12-15,3.6856,0.0,0.0,1.0,1.0278,2.78
3919,USA részvény eszközalap,2025-12-15,4.6073,2025-12-15,4.6073,0.0,0.0,1.0,1.0012,0.12
3920,Ázsia kötvény eszközalap,2025-12-15,2.2463,2025-12-15,2.2463,0.0,0.0,1.0,1.0229,2.29
3921,Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-16,0.9486,2025-12-17,0.9479,-0.0007,0.0422,0.9993,1.0011,0.11
3922,Euró likviditás eszközalap - D,2025-12-16,0.9249,2025-12-17,0.9252,0.0003,0.0324,1.0003,0.9988,-0.12
3923,Európai ingatlancégek részv. eszközalap,2025-12-16,1.7763,2025-12-17,1.7858,0.0053,-0.1125,1.0053,0.9096,-9.04
3924,Európai kötvény eszközalap - D,2025-12-16,1.2279,2025-12-17,1.2288,0.0007,0.057,1.0007,0.9923,-0.77
3925,Európai részvény eszközalap,2025-12-16,2.6897,2025-12-17,2.6768,-0.0048,0.4857,0.9952,0.9958,-0.42
3926,Európai vállalati kötvény eszközalap,2025-12-16,1.3236,2025-12-17,1.3239,0.0002,0.068,1.0002,1.0019,0.19
3927,Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-16,1.1327,2025-12-17,1.1172,-0.0137,-0.0088,0.9863,0.9668,-3.32
3928,Fejlõdõ ázsiai részvény eszközalap,2025-12-16,2.3763,2025-12-17,2.3397,-0.0154,-0.8263,0.9846,1.0851,8.51
3929,Fenntartható növekedés részvény eszk.,2025-12-16,3.1511,2025-12-17,3.1449,-0.0019,-0.1014,0.9981,0.9593,-4.07
3930,Globális egészségügyi részvény eszk.,2025-12-16,3.5829,2025-12-17,3.5623,-0.0058,1.0178,0.9942,1.0993,9.93
3931,Globális növekedési részvény eszközalap,2025-12-16,2.1284,2025-12-17,2.1218,-0.0031,0.1411,0.9969,0.9216,-7.84
3932,Kiegyensúlyozott vegyes eszközalap - D,2025-12-16,1.4312,2025-12-17,1.4284,-0.002,-0.1256,0.998,1.0094,0.94
3933,Latin-amerikai részvény eszközalap,2025-12-16,1.2696,2025-12-17,1.2356,-0.0268,1.6737,0.9732,1.0517,5.17
3934,Magas kötvény arányú vegyes eszk. - D,2025-12-16,1.1123,2025-12-17,1.1115,-0.0008,-0.027,0.9992,1.0007,0.07
3935,Magas védelmû vegyes eszközalap,2025-12-16,1.1064,2025-12-17,1.1039,-0.0023,0.2083,0.9977,0.9987,-0.13
3936,Nemz. élelmiszeripari cégek rv. ea - D,2025-12-16,3.1607,2025-12-17,3.1596,-0.0004,0.6464,0.9996,1.0142,1.42
3937,Nyersanyagpiaci részvény eszközalap,2025-12-16,1.4342,2025-12-17,1.4361,0.0013,-0.0418,1.0013,1.014,1.4
3938,Presztízs- és luxusmárkák rv. ea.,2025-12-16,3.7025,2025-12-17,3.7107,0.0022,0.4585,1.0022,1.03,3.0
3939,USA részvény eszközalap,2025-12-16,4.588,2025-12-17,4.5812,-0.0015,-0.4189,0.9985,0.9997,-0.03
3940,Ázsia kötvény eszközalap,2025-12-16,2.245,2025-12-17,2.243,-0.0009,-0.0579,0.9991,1.022,2.2
3941,Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-17,0.9479,2025-12-18,0.9454,-0.0027,-0.0738,0.9973,0.9984,-0.16
3942,Euró likviditás eszközalap - D,2025-12-17,0.9252,2025-12-18,0.9251,-0.0001,0.0324,0.9999,0.9987,-0.13
3943,Európai ingatlancégek részv. eszközalap,2025-12-17,1.7858,2025-12-18,1.7933,0.0042,0.5348,1.0042,0.9134,-8.66
3944,Európai kötvény eszközalap - D,2025-12-17,1.2288,2025-12-18,1.228,-0.0007,0.0733,0.9993,0.9916,-0.84
3945,Európai részvény eszközalap,2025-12-17,2.6768,2025-12-18,2.6603,-0.0061,-0.4796,0.9939,0.9897,-1.03
3946,Európai vállalati kötvény eszközalap,2025-12-17,1.3239,2025-12-18,1.3232,-0.0005,0.0227,0.9995,1.0014,0.14
3947,Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-17,1.1172,2025-12-18,1.1202,0.0027,-1.3684,1.0027,0.9694,-3.06
3948,Fejlõdõ ázsiai részvény eszközalap,2025-12-17,2.3397,2025-12-18,2.3577,0.0077,-1.5402,1.0077,1.0935,9.35
3949,Fenntartható növekedés részvény eszk.,2025-12-17,3.1449,2025-12-18,3.1262,-0.006,-0.1968,0.994,0.9536,-4.64
3950,Globális egészségügyi részvény eszk.,2025-12-17,3.5623,2025-12-18,3.5545,-0.0022,-0.575,0.9978,1.0969,9.69
3951,Globális növekedési részvény eszközalap,2025-12-17,2.1218,2025-12-18,2.1051,-0.0079,-0.3101,0.9921,0.9143,-8.57
3952,Kiegyensúlyozott vegyes eszközalap - D,2025-12-17,1.4284,2025-12-18,1.4237,-0.0033,-0.1956,0.9967,1.0061,0.61
3953,Latin-amerikai részvény eszközalap,2025-12-17,1.2356,2025-12-18,1.2082,-0.0222,-2.678,0.9778,1.0283,2.83
3954,Magas kötvény arányú vegyes eszk. - D,2025-12-17,1.1115,2025-12-18,1.109,-0.0022,-0.0719,0.9978,0.9985,-0.15
3955,Magas védelmû vegyes eszközalap,2025-12-17,1.1039,2025-12-18,1.1011,-0.0026,-0.226,0.9974,0.9961,-0.39
3956,Nemz. élelmiszeripari cégek rv. ea - D,2025-12-17,3.1596,2025-12-18,3.1755,0.005,-0.0348,1.005,1.0193,1.93
3957,Nyersanyagpiaci részvény eszközalap,2025-12-17,1.4361,2025-12-18,1.4295,-0.0046,0.1325,0.9954,1.0093,0.93
3958,Presztízs- és luxusmárkák rv. ea.,2025-12-17,3.7107,2025-12-18,3.7092,-0.0004,0.2215,0.9996,1.0296,2.96
3959,USA részvény eszközalap,2025-12-17,4.5812,2025-12-18,4.5409,-0.0088,-0.1482,0.9912,0.9909,-0.91
3960,Ázsia kötvény eszközalap,2025-12-17,2.243,2025-12-18,2.2514,0.0037,-0.0891,1.0037,1.0257,2.57
3961,Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-18,0.9454,2025-12-19,0.949,0.0038,-0.2637,1.0038,1.0022,0.22
3962,Euró likviditás eszközalap - D,2025-12-18,0.9251,2025-12-19,0.9253,0.0002,-0.0108,1.0002,0.9989,-0.11
3963,Európai ingatlancégek részv. eszközalap,2025-12-18,1.7933,2025-12-19,1.8123,0.0106,0.42,1.0106,0.9231,-7.69
3964,Európai kötvény eszközalap - D,2025-12-18,1.228,2025-12-19,1.2293,0.0011,-0.0651,1.0011,0.9927,-0.73
3965,Európai részvény eszközalap,2025-12-18,2.6603,2025-12-19,2.6878,0.0104,-0.6164,1.0104,1.0,0.0
3966,Európai vállalati kötvény eszközalap,2025-12-18,1.3232,2025-12-19,1.3239,0.0005,-0.0529,1.0005,1.0019,0.19
3967,Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-18,1.1202,2025-12-19,1.1316,0.0101,0.2685,1.0101,0.9792,-2.08
3968,Fejlõdõ ázsiai részvény eszközalap,2025-12-18,2.3577,2025-12-19,2.3554,-0.001,0.7693,0.999,1.0924,9.24
3969,Fenntartható növekedés részvény eszk.,2025-12-18,3.1262,2025-12-19,3.1554,0.0093,-0.5946,1.0093,0.9624,-3.76
3970,Globális egészségügyi részvény eszk.,2025-12-18,3.5545,2025-12-19,3.5622,0.0022,-0.219,1.0022,1.0993,9.93
3971,Globális növekedési részvény eszközalap,2025-12-18,2.1051,2025-12-19,2.124,0.009,-0.7871,1.009,0.9226,-7.74
3972,Kiegyensúlyozott vegyes eszközalap - D,2025-12-18,1.4237,2025-12-19,1.4272,0.0025,-0.329,1.0025,1.0086,0.86
3973,Latin-amerikai részvény eszközalap,2025-12-18,1.2082,2025-12-19,1.2227,0.012,-2.2175,1.012,1.0407,4.07
3974,Magas kötvény arányú vegyes eszk. - D,2025-12-18,1.109,2025-12-19,1.1111,0.0019,-0.2249,1.0019,1.0004,0.04
