asset_name,date,opening_value
Magas kötvény arányú vegyes eszk. - D,2025-12-16,1.1123
Magas védelmû vegyes eszközalap,2025-12-16,1.1064
Nemz. élelmiszeripari cégek rv. ea - D,2025-12-16,3.1607
Nyersanyagpiaci részvény eszközalap,2025-12-16,1.4342
Presztízs- és luxusmárkák rv. ea.,2025-12-16,3.7025
USA részvény eszközalap,2025-12-16,4.588
Ázsia kötvény eszközalap,2025-12-16,2.245
Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-17,0.9479
Euró likviditás eszközalap - D,2025-12-17,0.9252
Európai ingatlancégek részv. eszközalap,2025-12-17,1.7858
Európai kötvény eszközalap - D,2025-12-17,1.2288
Európai részvény eszközalap,2025-12-17,2.6768
Európai vállalati kötvény eszközalap,2025-12-17,1.3239
Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-17,1.1172
Fejlõdõ ázsiai részvény eszközalap,2025-12-17,2.3397
Fenntartható növekedés részvény eszk.,2025-12-17,3.1449
Globális egészségügyi részvény eszk.,2025-12-17,3.5623
Globális növekedési részvény eszközalap,2025-12-17,2.1218
Kiegyensúlyozott vegyes eszközalap - D,2025-12-17,1.4284
Latin-amerikai részvény eszközalap,2025-12-17,1.2356
Magas kötvény arányú vegyes eszk. - D,2025-12-17,1.1115
Magas védelmû vegyes eszközalap,2025-12-17,1.1039
Nemz. élelmiszeripari cégek rv. ea - D,2025-12-17,3.1596
Nyersanyagpiaci részvény eszközalap,2025-12-17,1.4361
Presztízs- és luxusmárkák rv. ea.,2025-12-17,3.7107
USA részvény eszközalap,2025-12-17,4.5812
Ázsia kötvény eszközalap,2025-12-17,2.243
Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-18,0.9454
Euró likviditás eszközalap - D,2025-12-18,0.9251
Európai ingatlancégek részv. eszközalap,2025-12-18,1.7933
Európai kötvény eszközalap - D,2025-12-18,1.228
Európai részvény eszközalap,2025-12-18,2.6603
Európai vállalati kötvény eszközalap,2025-12-18,1.3232
Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-18,1.1202
Fejlõdõ ázsiai részvény eszközalap,2025-12-18,2.3577
Fenntartható növekedés részvény eszk.,2025-12-18,3.1262
Globális egészségügyi részvény eszk.,2025-12-18,3.5545
Globális növekedési részvény eszközalap,2025-12-18,2.1051
Kiegyensúlyozott vegyes eszközalap - D,2025-12-18,1.4237
Latin-amerikai részvény eszközalap,2025-12-18,1.2082
Magas kötvény arányú vegyes eszk. - D,2025-12-18,1.109
Magas védelmû vegyes eszközalap,2025-12-18,1.1011
Nemz. élelmiszeripari cégek rv. ea - D,2025-12-18,3.1755
Nyersanyagpiaci részvény eszközalap,2025-12-18,1.4295
Presztízs- és luxusmárkák rv. ea.,2025-12-18,3.7092
USA részvény eszközalap,2025-12-18,4.5409
Ázsia kötvény eszközalap,2025-12-18,2.2514
Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-19,0.949
Euró likviditás eszközalap - D,2025-12-19,0.9253
Európai ingatlancégek részv. eszközalap,2025-12-19,1.8123
Európai kötvény eszközalap - D,2025-12-19,1.2293
Európai részvény eszközalap,2025-12-19,2.6878
Európai vállalati kötvény eszközalap,2025-12-19,1.3239
Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-19,1.1316
Fejlõdõ ázsiai részvény eszközalap,2025-12-19,2.3554
Fenntartható növekedés részvény eszk.,2025-12-19,3.1554
Globális egészségügyi részvény eszk.,2025-12-19,3.5622
Globális növekedési részvény eszközalap,2025-12-19,2.124
Kiegyensúlyozott vegyes eszközalap - D,2025-12-19,1.4272
Latin-amerikai részvény eszközalap,2025-12-19,1.2227
Magas kötvény arányú vegyes eszk. - D,2025-12-19,1.1111
Magas védelmû vegyes eszközalap,2025-12-19,1.1053
Nemz. élelmiszeripari cégek rv. ea - D,2025-12-19,3.1772
Nyersanyagpiaci részvény eszközalap,2025-12-19,1.4558
Presztízs- és luxusmárkák rv. ea.,2025-12-19,3.7321
USA részvény eszközalap,2025-12-19,4.5837
Ázsia kötvény eszközalap,2025-12-19,2.2514
Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-20,0.9501
Euró likviditás eszközalap - D,2025-12-20,0.925
Európai ingatlancégek részv. eszközalap,2025-12-20,1.8057
Európai kötvény eszközalap - D,2025-12-20,1.2272
Európai részvény eszközalap,2025-12-20,2.701
Európai vállalati kötvény eszközalap,2025-12-20,1.3221
Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-20,1.1366
Fejlõdõ ázsiai részvény eszközalap,2025-12-20,2.3803
Fenntartható növekedés részvény eszk.,2025-12-20,3.1811
Globális egészségügyi részvény eszk.,2025-12-20,3.5698
Globális növekedési részvény eszközalap,2025-12-20,2.1376
Kiegyensúlyozott vegyes eszközalap - D,2025-12-20,1.4323
Latin-amerikai részvény eszközalap,2025-12-20,1.2333
Magas kötvény arányú vegyes eszk. - D,2025-12-20,1.1119
Magas védelmû vegyes eszközalap,2025-12-20,1.1071
Nemz. élelmiszeripari cégek rv. ea - D,2025-12-20,3.1561
Nyersanyagpiaci részvény eszközalap,2025-12-20,1.4567
Presztízs- és luxusmárkák rv. ea.,2025-12-20,3.7456
USA részvény eszközalap,2025-12-20,4.6351
Ázsia kötvény eszközalap,2025-12-20,2.2536
Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-23,0.9502
Euró likviditás eszközalap - D,2025-12-23,0.9249
Európai ingatlancégek részv. eszközalap,2025-12-23,1.8109
Európai kötvény eszközalap - D,2025-12-23,1.226
Európai részvény eszközalap,2025-12-23,2.697
Európai vállalati kötvény eszközalap,2025-12-23,1.3216
Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-23,1.1365
Fejlõdõ ázsiai részvény eszközalap,2025-12-23,2.3857
Fenntartható növekedés részvény eszk.,2025-12-23,3.1833
Globális egészségügyi részvény eszk.,2025-12-23,3.5799
Globális növekedési részvény eszközalap,2025-12-23,2.1438
Kiegyensúlyozott vegyes eszközalap - D,2025-12-23,1.4343
Latin-amerikai részvény eszközalap,2025-12-23,1.2195
Magas kötvény arányú vegyes eszk. - D,2025-12-23,1.1122
Magas védelmû vegyes eszközalap,2025-12-23,1.1056
Nemz. élelmiszeripari cégek rv. ea - D,2025-12-23,3.1295
Nyersanyagpiaci részvény eszközalap,2025-12-23,1.4703
Presztízs- és luxusmárkák rv. ea.,2025-12-23,3.7485
USA részvény eszközalap,2025-12-23,4.6495
Ázsia kötvény eszközalap,2025-12-23,2.2497
Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-23,0.9502
Euró likviditás eszközalap - D,2025-12-23,0.9249
Európai ingatlancégek részv. eszközalap,2025-12-23,1.8109
Európai kötvény eszközalap - D,2025-12-23,1.226
Európai részvény eszközalap,2025-12-23,2.697
Európai vállalati kötvény eszközalap,2025-12-23,1.3216
Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-23,1.1365
Fejlõdõ ázsiai részvény eszközalap,2025-12-23,2.3857
Fenntartható növekedés részvény eszk.,2025-12-23,3.1833
Globális egészségügyi részvény eszk.,2025-12-23,3.5799
Globális növekedési részvény eszközalap,2025-12-23,2.1438
Kiegyensúlyozott vegyes eszközalap - D,2025-12-23,1.4343
Latin-amerikai részvény eszközalap,2025-12-23,1.2195
Magas kötvény arányú vegyes eszk. - D,2025-12-23,1.1122
Magas védelmû vegyes eszközalap,2025-12-23,1.1056
Nemz. élelmiszeripari cégek rv. ea - D,2025-12-23,3.1295
Nyersanyagpiaci részvény eszközalap,2025-12-23,1.4703
Presztízs- és luxusmárkák rv. ea.,2025-12-23,3.7485
USA részvény eszközalap,2025-12-23,4.6495
Ázsia kötvény eszközalap,2025-12-23,2.2497
Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-24,0.9522
Euró likviditás eszközalap - D,2025-12-24,0.9252
Európai ingatlancégek részv. eszközalap,2025-12-24,1.8128
Európai kötvény eszközalap - D,2025-12-24,1.2296
Európai részvény eszközalap,2025-12-24,2.6997
Európai vállalati kötvény eszközalap,2025-12-24,1.3235
Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-24,1.1375
Fejlõdõ ázsiai részvény eszközalap,2025-12-24,2.3822
Fenntartható növekedés részvény eszk.,2025-12-24,3.1966
Globális egészségügyi részvény eszk.,2025-12-24,3.6056
Globális növekedési részvény eszközalap,2025-12-24,2.1451
Kiegyensúlyozott vegyes eszközalap - D,2025-12-24,1.438
Latin-amerikai részvény eszközalap,2025-12-24,1.2345
Magas kötvény arányú vegyes eszk. - D,2025-12-24,1.1152
Magas védelmû vegyes eszközalap,2025-12-24,1.1055
Nemz. élelmiszeripari cégek rv. ea - D,2025-12-24,3.1166
Nyersanyagpiaci részvény eszközalap,2025-12-24,1.4686
Presztízs- és luxusmárkák rv. ea.,2025-12-24,3.7244
USA részvény eszközalap,2025-12-24,4.6599
Ázsia kötvény eszközalap,2025-12-24,2.2388
Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-30,0.9546
Euró likviditás eszközalap - D,2025-12-30,0.926
Európai ingatlancégek részv. eszközalap,2025-12-30,1.832
Európai kötvény eszközalap - D,2025-12-30,1.2329
Európai részvény eszközalap,2025-12-30,2.6994
Európai vállalati kötvény eszközalap,2025-12-30,1.3258
Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-30,1.1413
Fejlõdõ ázsiai részvény eszközalap,2025-12-30,2.4162
Fenntartható növekedés részvény eszk.,2025-12-30,3.2039
Globális egészségügyi részvény eszk.,2025-12-30,3.6154
Globális növekedési részvény eszközalap,2025-12-30,2.1431
Kiegyensúlyozott vegyes eszközalap - D,2025-12-30,1.441
Latin-amerikai részvény eszközalap,2025-12-30,1.2384
Magas kötvény arányú vegyes eszk. - D,2025-12-30,1.1175
Magas védelmû vegyes eszközalap,2025-12-30,1.1063
Nemz. élelmiszeripari cégek rv. ea - D,2025-12-30,3.1432
Nyersanyagpiaci részvény eszközalap,2025-12-30,1.4693
Presztízs- és luxusmárkák rv. ea.,2025-12-30,3.7057
USA részvény eszközalap,2025-12-30,4.6577
Ázsia kötvény eszközalap,2025-12-30,2.2444
Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-30,0.9546
Euró likviditás eszközalap - D,2025-12-30,0.926
Európai ingatlancégek részv. eszközalap,2025-12-30,1.832
Európai kötvény eszközalap - D,2025-12-30,1.2329
Európai részvény eszközalap,2025-12-30,2.6994
Európai vállalati kötvény eszközalap,2025-12-30,1.3258
Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-30,1.1413
Fejlõdõ ázsiai részvény eszközalap,2025-12-30,2.4162
Fenntartható növekedés részvény eszk.,2025-12-30,3.2039
Globális egészségügyi részvény eszk.,2025-12-30,3.6154
Globális növekedési részvény eszközalap,2025-12-30,2.1431
Kiegyensúlyozott vegyes eszközalap - D,2025-12-30,1.441
Latin-amerikai részvény eszközalap,2025-12-30,1.2384
Magas kötvény arányú vegyes eszk. - D,2025-12-30,1.1175
Magas védelmû vegyes eszközalap,2025-12-30,1.1063
Nemz. élelmiszeripari cégek rv. ea - D,2025-12-30,3.1432
Nyersanyagpiaci részvény eszközalap,2025-12-30,1.4693
Presztízs- és luxusmárkák rv. ea.,2025-12-30,3.7057
USA részvény eszközalap,2025-12-30,4.6577
Ázsia kötvény eszközalap,2025-12-30,2.2444
Aktív hozamfigyelõ vegyes eszközalap - D,2026-01-01,0.9521
Euró likviditás eszközalap - D,2026-01-01,0.9259
Európai ingatlancégek részv. eszközalap,2026-01-01,1.838
Európai kötvény eszközalap - D,2026-01-01,1.2316
Európai részvény eszközalap,2026-01-01,2.7163
Európai vállalati kötvény eszközalap,2026-01-01,1.3254
Fejlõdõ piaci részvény ESG eszközalap-D,2026-01-01,1.1454
Fejlõdõ ázsiai részvény eszközalap,2026-01-01,2.415
Fenntartható növekedés részvény eszk.,2026-01-01,3.1866
Globális egészségügyi részvény eszk.,2026-01-01,3.5973
Globális növekedési részvény eszközalap,2026-01-01,2.1282
Kiegyensúlyozott vegyes eszközalap - D,2026-01-01,1.4382
Latin-amerikai részvény eszközalap,2026-01-01,1.2487
Magas kötvény arányú vegyes eszk. - D,2026-01-01,1.1156
Magas védelmû vegyes eszközalap,2026-01-01,1.1108
Nemz. élelmiszeripari cégek rv. ea - D,2026-01-01,3.1416
Nyersanyagpiaci részvény eszközalap,2026-01-01,1.4778
Presztízs- és luxusmárkák rv. ea.,2026-01-01,3.6927
USA részvény eszközalap,2026-01-01,4.6264
Ázsia kötvény eszközalap,2026-01-01,2.2525
Aktív hozamfigyelõ vegyes eszközalap - D,2026-01-06,0.9564
Euró likviditás eszközalap - D,2026-01-06,0.9259
Európai ingatlancégek részv. eszközalap,2026-01-06,1.8432
Európai kötvény eszközalap - D,2026-01-06,1.2306
Európai részvény eszközalap,2026-01-06,2.7755
Európai vállalati kötvény eszközalap,2026-01-06,1.3251
Fejlõdõ piaci részvény ESG eszközalap-D,2026-01-06,1.1873
Fejlõdõ ázsiai részvény eszközalap,2026-01-06,2.4734
Fenntartható növekedés részvény eszk.,2026-01-06,3.2234
Globális egészségügyi részvény eszk.,2026-01-06,3.549
Globális növekedési részvény eszközalap,2026-01-06,2.1595
Kiegyensúlyozott vegyes eszközalap - D,2026-01-06,1.4445
Latin-amerikai részvény eszközalap,2026-01-06,1.2642
Magas kötvény arányú vegyes eszk. - D,2026-01-06,1.1176
Magas védelmû vegyes eszközalap,2026-01-06,1.1181
Nemz. élelmiszeripari cégek rv. ea - D,2026-01-06,3.1105
Nyersanyagpiaci részvény eszközalap,2026-01-06,1.5005
Presztízs- és luxusmárkák rv. ea.,2026-01-06,3.7222
USA részvény eszközalap,2026-01-06,4.6787
Ázsia kötvény eszközalap,2026-01-06,2.261
Aktív hozamfigyelõ vegyes eszközalap - D,2026-01-06,0.9564
Euró likviditás eszközalap - D,2026-01-06,0.9259
Európai ingatlancégek részv. eszközalap,2026-01-06,1.8432
Európai kötvény eszközalap - D,2026-01-06,1.2306
Európai részvény eszközalap,2026-01-06,2.7755
Európai vállalati kötvény eszközalap,2026-01-06,1.3251
Fejlõdõ piaci részvény ESG eszközalap-D,2026-01-06,1.1873
Fejlõdõ ázsiai részvény eszközalap,2026-01-06,2.4734
Fenntartható növekedés részvény eszk.,2026-01-06,3.2234
Globális egészségügyi részvény eszk.,2026-01-06,3.549
Globális növekedési részvény eszközalap,2026-01-06,2.1595
Kiegyensúlyozott vegyes eszközalap - D,2026-01-06,1.4445
Latin-amerikai részvény eszközalap,2026-01-06,1.2642
Magas kötvény arányú vegyes eszk. - D,2026-01-06,1.1176
Magas védelmû vegyes eszközalap,2026-01-06,1.1181
Nemz. élelmiszeripari cégek rv. ea - D,2026-01-06,3.1105
Nyersanyagpiaci részvény eszközalap,2026-01-06,1.5005
Presztízs- és luxusmárkák rv. ea.,2026-01-06,3.7222
USA részvény eszközalap,2026-01-06,4.6787
Ázsia kötvény eszközalap,2026-01-06,2.261
Aktív hozamfigyelõ vegyes eszközalap - D,2026-01-07,0.9597
Euró likviditás eszközalap - D,2026-01-07,0.9264
Európai ingatlancégek részv. eszközalap,2026-01-07,1.8431
Európai kötvény eszközalap - D,2026-01-07,1.2323
Európai részvény eszközalap,2026-01-07,2.7848
Európai vállalati kötvény eszközalap,2026-01-07,1.3269
Fejlõdõ piaci részvény ESG eszközalap-D,2026-01-07,1.2027
Fejlõdõ ázsiai részvény eszközalap,2026-01-07,2.5128
Fenntartható növekedés részvény eszk.,2026-01-07,3.254
Globális egészségügyi részvény eszk.,2026-01-07,3.6333
Globális növekedési részvény eszközalap,2026-01-07,2.1786
Kiegyensúlyozott vegyes eszközalap - D,2026-01-07,1.4522
Latin-amerikai részvény eszközalap,2026-01-07,1.2872
Magas kötvény arányú vegyes eszk. - D,2026-01-07,1.1215
Magas védelmû vegyes eszközalap,2026-01-07,1.1189
Nemz. élelmiszeripari cégek rv. ea - D,2026-01-07,3.1199
Nyersanyagpiaci részvény eszközalap,2026-01-07,1.5259
Presztízs- és luxusmárkák rv. ea.,2026-01-07,3.7554
USA részvény eszközalap,2026-01-07,4.7135
Ázsia kötvény eszközalap,2026-01-07,2.2567
Aktív hozamfigyelõ vegyes eszközalap - D,2026-01-08,0.96
Euró likviditás eszközalap - D,2026-01-08,0.9267
Európai ingatlancégek részv. eszközalap,2026-01-08,1.9003
Európai kötvény eszközalap - D,2026-01-08,1.2347
Európai részvény eszközalap,2026-01-08,2.7826
Európai vállalati kötvény eszközalap,2026-01-08,1.3287
Fejlõdõ piaci részvény ESG eszközalap-D,2026-01-08,1.1965
Fejlõdõ ázsiai részvény eszközalap,2026-01-08,2.506
Fenntartható növekedés részvény eszk.,2026-01-08,3.254
Globális egészségügyi részvény eszk.,2026-01-08,3.6972
Globális növekedési részvény eszközalap,2026-01-08,2.1766
Kiegyensúlyozott vegyes eszközalap - D,2026-01-08,1.4546
Latin-amerikai részvény eszközalap,2026-01-08,1.2804
Magas kötvény arányú vegyes eszk. - D,2026-01-08,1.1235
Magas védelmû vegyes eszközalap,2026-01-08,1.1181
Nemz. élelmiszeripari cégek rv. ea - D,2026-01-08,3.1005
Nyersanyagpiaci részvény eszközalap,2026-01-08,1.5148
Presztízs- és luxusmárkák rv. ea.,2026-01-08,3.6904
USA részvény eszközalap,2026-01-08,4.711
Ázsia kötvény eszközalap,2026-01-08,2.2644
Aktív hozamfigyelõ vegyes eszközalap - D,2026-01-09,0.9587
Euró likviditás eszközalap - D,2026-01-09,0.9265
Európai ingatlancégek részv. eszközalap,2026-01-09,1.9033
Európai kötvény eszközalap - D,2026-01-09,1.2333
Európai részvény eszközalap,2026-01-09,2.7743
Európai vállalati kötvény eszközalap,2026-01-09,1.3278
Fejlõdõ piaci részvény ESG eszközalap-D,2026-01-09,1.1944
Fejlõdõ ázsiai részvény eszközalap,2026-01-09,2.4924
Fenntartható növekedés részvény eszk.,2026-01-09,3.2562
Globális egészségügyi részvény eszk.,2026-01-09,3.684
Globális növekedési részvény eszközalap,2026-01-09,2.1797
Kiegyensúlyozott vegyes eszközalap - D,2026-01-09,1.4527
Latin-amerikai részvény eszközalap,2026-01-09,1.2875
Magas kötvény arányú vegyes eszk. - D,2026-01-09,1.1221
Magas védelmû vegyes eszközalap,2026-01-09,1.1167
Nemz. élelmiszeripari cégek rv. ea - D,2026-01-09,3.1423
Nyersanyagpiaci részvény eszközalap,2026-01-09,1.5186
Presztízs- és luxusmárkák rv. ea.,2026-01-09,3.7492
USA részvény eszközalap,2026-01-09,4.7171
Ázsia kötvény eszközalap,2026-01-09,2.265
Aktív hozamfigyelõ vegyes eszközalap - D,2026-01-10,0.9621
Euró likviditás eszközalap - D,2026-01-10,0.9267
Európai ingatlancégek részv. eszközalap,2026-01-10,1.9017
Európai kötvény eszközalap - D,2026-01-10,1.2339
Európai részvény eszközalap,2026-01-10,2.8066
Európai vállalati kötvény eszközalap,2026-01-10,1.3285
Fejlõdõ piaci részvény ESG eszközalap-D,2026-01-10,1.1995
Fejlõdõ ázsiai részvény eszközalap,2026-01-10,2.5235
Fenntartható növekedés részvény eszk.,2026-01-10,3.2884
Globális egészségügyi részvény eszk.,2026-01-10,3.666
Globális növekedési részvény eszközalap,2026-01-10,2.2036
Kiegyensúlyozott vegyes eszközalap - D,2026-01-10,1.4573
Latin-amerikai részvény eszközalap,2026-01-10,1.3008
Magas kötvény arányú vegyes eszk. - D,2026-01-10,1.1243
Magas védelmû vegyes eszközalap,2026-01-10,1.1234
Nemz. élelmiszeripari cégek rv. ea - D,2026-01-10,3.1711
Nyersanyagpiaci részvény eszközalap,2026-01-10,1.5434
Presztízs- és luxusmárkák rv. ea.,2026-01-10,3.8114
USA részvény eszközalap,2026-01-10,4.7486
Ázsia kötvény eszközalap,2026-01-10,2.2706
Aktív hozamfigyelõ vegyes eszközalap - D,2026-01-13,0.9621
Euró likviditás eszközalap - D,2026-01-13,0.9269
Európai ingatlancégek részv. eszközalap,2026-01-13,1.8925
Európai kötvény eszközalap - D,2026-01-13,1.2351
Európai részvény eszközalap,2026-01-13,2.8195
Európai vállalati kötvény eszközalap,2026-01-13,1.3296
