id,asset,opening_date,opening_euro_value,closing_date,closing_euro_value,yield_ratio,growth_factor,cumulative_growth,yield_ratio_cumprod,value_ma_50d,value_ma_100d,value_ma_200d,yield_ma_50d,yield_ma_100d,yield_ma_200d,ma50_diff,ma50_diff_ratio,ma100_diff,ma100_diff_ratio,ma200_diff,ma200_diff_ratio
4302,Euró likviditás eszközalap - D,2026-01-04,0.9259,2026-01-04,0.9259,0.0,1.0,0.9988,-0.0012,0.9255720000000001,0.925851,0.925321,2.2000000000000003e-05,2.9000000000000004e-05,2.0000000000000016e-06,-0.00032799999999988394,-0.0003542499189976066,-4.899999999996574e-05,-5.292148180145344e-05,-0.0005789999999999962,-0.0006253375094502605
4303,Európai ingatlancégek részv. eszközalap,2026-01-04,1.838,2026-01-04,1.838,0.0,1.0,0.9237,-0.0763,1.8160520000000002,1.8292510000000002,1.837764,0.00034800000000000016,0.00028399999999999996,-0.00029,-0.021947999999999857,-0.011941240478781206,-0.008748999999999896,-0.004760065288356853,-0.000236000000000125,-0.00012840043525578072
4304,Európai kötvény eszközalap - D,2026-01-04,1.2316,2026-01-04,1.2316,0.0,1.0,0.9928,-0.0072,1.231764,1.2340950000000002,1.2316445,5.399999999999997e-05,0.00010499999999999999,-1.900000000000001e-05,0.000164000000000053,0.0001331601169211213,0.002495000000000136,0.0020258200714518802,4.450000000000287e-05,3.61318609938315e-05
4305,Európai részvény eszközalap,2026-01-04,2.7163,2026-01-04,2.7163,0.0,1.0,1.0131,0.0131,2.673612,2.66379,2.5977045,0.000416,3.899999999999994e-05,0.0001865,-0.04268800000000006,-0.015715495342929743,-0.052509999999999835,-0.019331443507712636,-0.11859550000000008,-0.04366067812833637
4306,Európai vállalati kötvény eszközalap,2026-01-04,1.3254,2026-01-04,1.3254,0.0,1.0,1.0015,0.0015,1.325182,1.3272320000000002,1.3236419999999998,3.6000000000000014e-05,4.5000000000000016e-05,2e-05,-0.00021799999999982944,-0.00016447864795520557,0.0018320000000002779,0.0013822242341936608,-0.0017580000000001483,-0.001326392032594046
4307,Fejlõdõ piaci részvény ESG eszközalap-D,2026-01-04,1.1454,2026-01-04,1.1454,0.0,1.0,0.9889,-0.0111,1.14009,1.140183,1.096801,-0.00030599999999999996,-0.0006099999999999999,-3.499999999999955e-06,-0.005309999999999926,-0.0046359350445258655,-0.005217000000000027,-0.004554740701938211,-0.04859900000000006,-0.04242971887550206
4308,Fejlõdõ ázsiai részvény eszközalap,2026-01-04,2.415,2026-01-04,2.415,0.0,1.0,1.1051,0.1051,2.3866300000000003,2.3737769999999996,2.2450300000000003,-0.00017600000000000005,0.000209,0.00042950000000000003,-0.028369999999999784,-0.011747412008281484,-0.041223000000000454,-0.017069565217391492,-0.16996999999999973,-0.07038095238095227
4309,Fenntartható növekedés részvény eszk.,2026-01-04,3.1866,2026-01-04,3.1866,0.0,1.0,0.9738,-0.0262,3.181938,3.179666,3.1193009999999997,0.0002639999999999999,-0.00021899999999999998,-6.699999999999999e-05,-0.004661999999999722,-0.0014630013180191182,-0.006933999999999774,-0.0021759869453335133,-0.06729900000000022,-0.021119374882319783
4310,Globális egészségügyi részvény eszk.,2026-01-04,3.5973,2026-01-04,3.5973,0.0,1.0,1.1064,0.1064,3.5758620000000003,3.4834380000000005,3.347502,0.0001380000000000001,0.00091,0.0005335000000000001,-0.021437999999999846,-0.005959469602201608,-0.11386199999999969,-0.031652072387623964,-0.2497980000000002,-0.06944041364356605
4311,Globális növekedési részvény eszközalap,2026-01-04,2.1282,2026-01-04,2.1282,0.0,1.0,0.9285,-0.0715,2.140948,2.159185,2.191316,0.00043200000000000004,-0.00022700000000000004,-0.00026750000000000005,0.01274799999999976,0.005990038530213212,0.030984999999999818,0.014559251950004612,0.06311599999999995,0.029656987125270158
4312,Kiegyensúlyozott vegyes eszközalap - D,2026-01-04,1.4382,2026-01-04,1.4382,0.0,1.0,1.015,0.015,1.4347079999999999,1.434291,1.412378,0.00011599999999999996,-1.900000000000003e-05,0.000106,-0.0034920000000000506,-0.0024280350438047912,-0.00390899999999994,-0.002717980809344973,-0.02582200000000001,-0.017954387428730366
4313,Latin-amerikai részvény eszközalap,2026-01-04,1.2487,2026-01-04,1.2487,0.0,1.0,1.0716,0.0716,1.2417799999999999,1.207665,1.1509770000000001,0.00020400000000000003,-4.4000000000000046e-05,0.000425,-0.006920000000000037,-0.0055417634339713605,-0.04103499999999993,-0.03286217666373023,-0.09772299999999978,-0.07825979018178889
4314,Magas kötvény arányú vegyes eszk. - D,2026-01-04,1.1156,2026-01-04,1.1156,0.0,1.0,1.0032,0.0032,1.115126,1.116709,1.1075205,7.400000000000001e-05,2.6e-05,3.9e-05,-0.0004739999999998634,-0.00042488347077793425,0.0011090000000000266,0.0009940839010398233,-0.008079500000000017,-0.007242291143779148
4315,Magas védelmû vegyes eszközalap,2026-01-04,1.1108,2026-01-04,1.1108,0.0,1.0,1.0054,0.0054,1.103762,1.102621,1.0968025,0.000128,1.7999999999999994e-05,5.2499999999999995e-05,-0.0070380000000001,-0.006335974072740457,-0.008178999999999936,-0.0073631616852718185,-0.013997500000000107,-0.01260127835794032
4316,Nemz. élelmiszeripari cégek rv. ea - D,2026-01-04,3.1416,2026-01-04,3.1416,0.0,1.0,1.0084,0.0084,3.155656,3.147784,3.1601144999999997,0.0003560000000000001,0.000644,0.00015299999999999998,0.014056000000000068,0.004474153297682732,0.006184000000000189,0.001968423733129676,0.018514499999999767,0.0058933346065698266
4317,Nyersanyagpiaci részvény eszközalap,2026-01-04,1.4778,2026-01-04,1.4778,0.0,1.0,1.0332,0.0332,1.4303899999999998,1.4085059999999998,1.3712735,0.0012059999999999998,0.00018699999999999994,0.00022499999999999997,-0.047410000000000174,-0.032081472459060886,-0.06929400000000019,-0.04688997157937488,-0.10652649999999997,-0.07208451752605222
4318,Presztízs- és luxusmárkák rv. ea.,2026-01-04,3.6927,2026-01-04,3.6927,0.0,1.0,1.0354,0.0354,3.6721980000000003,3.6422069999999995,3.5601599999999998,0.00024399999999999991,-9.899999999999997e-05,0.000415,-0.020501999999999576,-0.0055520350962709065,-0.05049300000000034,-0.013673734665691864,-0.1325400000000001,-0.035892436428629486
4319,USA részvény eszközalap,2026-01-04,4.6264,2026-01-04,4.6264,0.0,1.0,1.0133,0.0133,4.625704,4.60355,4.4577800000000005,0.00041800000000000013,-0.00034800000000000006,0.00013250000000000002,-0.000696000000000474,-0.00015044094760515174,-0.022850000000000037,-0.004939045478125548,-0.16861999999999977,-0.03644734566833818
4320,Ázsia kötvény eszközalap,2026-01-04,2.2525,2026-01-04,2.2525,0.0,1.0,1.0226,0.0226,2.2601579999999997,2.26394,2.2409315,-0.00010799999999999994,-1.3999999999999981e-05,0.00010200000000000001,0.007657999999999721,0.00339977802441719,0.011439999999999895,0.005078801331853449,-0.011568500000000093,-0.005135849056603815
4321,Aktív hozamfigyelõ vegyes eszközalap - D,2026-01-05,0.9521,2026-01-05,0.9521,0.0,1.0,1.005,0.005,0.95187,0.951931,0.942954,0.00013199999999999998,-3.199999999999999e-05,4.2499999999999996e-05,-0.00022999999999995246,-0.0002415712635226893,-0.00016899999999997473,-0.00017750236319711662,-0.009145999999999987,-0.009606133809473782
4322,Euró likviditás eszközalap - D,2026-01-05,0.9259,2026-01-05,0.9259,0.0,1.0,0.9988,-0.0012,0.9255760000000001,0.9258659999999999,0.9253295,2.2000000000000003e-05,2.9000000000000004e-05,2.0000000000000016e-06,-0.00032399999999987994,-0.00034992979803421533,-3.4000000000089514e-05,-3.672102818888597e-05,-0.0005704999999999183,-0.000616157252402979
4323,Európai ingatlancégek részv. eszközalap,2026-01-05,1.838,2026-01-05,1.838,0.0,1.0,0.9237,-0.0763,1.8162200000000002,1.82975,1.8374489999999997,0.00034800000000000016,0.00028399999999999996,-0.0002605,-0.02177999999999991,-0.011849836779107677,-0.00825000000000009,-0.004488574537540854,-0.0005510000000004123,-0.00029978237214385865
4324,Európai kötvény eszközalap - D,2026-01-05,1.2316,2026-01-05,1.2316,0.0,1.0,0.9928,-0.0072,1.231708,1.234148,1.2316395,5.399999999999997e-05,0.00010499999999999999,-1.0000000000000011e-05,0.00010799999999999699,8.769080870412227e-05,0.0025479999999999947,0.0020688535238713823,3.9499999999970115e-05,3.2072101331576905e-05
4325,Európai részvény eszközalap,2026-01-05,2.7163,2026-01-05,2.7163,0.0,1.0,1.0131,0.0131,2.674518,2.66502,2.5990245000000005,0.000416,3.899999999999994e-05,0.0002415,-0.041781999999999986,-0.015381953392482417,-0.05127999999999977,-0.018878621654456345,-0.11727549999999942,-0.043174722968744035
4326,Európai vállalati kötvény eszközalap,2026-01-05,1.3254,2026-01-05,1.3254,0.0,1.0,1.0015,0.0015,1.325176,1.327259,1.3237014999999999,3.6000000000000014e-05,4.5000000000000016e-05,2.5500000000000003e-05,-0.00022400000000000198,-0.00016900558322016144,0.001859000000000055,0.0014025954428852083,-0.0016985000000000472,-0.0012814999245511147
4327,Fejlõdõ piaci részvény ESG eszközalap-D,2026-01-05,1.1454,2026-01-05,1.1454,0.0,1.0,0.9889,-0.0111,1.1397920000000001,1.140543,1.0974975,-0.00030599999999999996,-0.00061,6.150000000000004e-05,-0.005607999999999835,-0.004896106163785433,-0.004856999999999889,-0.004240440020953282,-0.04790249999999996,-0.04182163436354109
4328,Fejlõdõ ázsiai részvény eszközalap,2026-01-05,2.415,2026-01-05,2.415,0.0,1.0,1.1051,0.1051,2.38683,2.375503,2.2472709999999996,-0.00017600000000000005,0.000209,0.000492,-0.02817000000000025,-0.011664596273292029,-0.03949699999999989,-0.016354865424430598,-0.16772900000000046,-0.06945300207039357
4329,Fenntartható növekedés részvény eszk.,2026-01-05,3.1866,2026-01-05,3.1866,0.0,1.0,0.9738,-0.0262,3.1819640000000002,3.180564,3.1203324999999995,0.0002639999999999999,-0.00021899999999999998,-6.699999999999999e-05,-0.00463599999999964,-0.001454842151509333,-0.00603599999999993,-0.0018941818866503265,-0.06626750000000037,-0.020795675641749944
4330,Globális egészségügyi részvény eszk.,2026-01-05,3.5973,2026-01-05,3.5973,0.0,1.0,1.1064,0.1064,3.5774899999999996,3.487322,3.3496515000000007,0.0001380000000000001,0.00091,0.0005170000000000001,-0.01981000000000055,-0.005506907958746991,-0.10997800000000035,-0.030572373724738096,-0.2476484999999995,-0.06884288216162107
4331,Globális növekedési részvény eszközalap,2026-01-05,2.1282,2026-01-05,2.1282,0.0,1.0,0.9285,-0.0715,2.140616,2.158801,2.1907669999999997,0.00043200000000000004,-0.00022700000000000004,-0.00026750000000000005,0.012415999999999983,0.005834038154308797,0.03060099999999988,0.01437881778028375,0.0625669999999996,0.029399022648247154
4332,Kiegyensúlyozott vegyes eszközalap - D,2026-01-05,1.4382,2026-01-05,1.4382,0.0,1.0,1.015,0.015,1.4347999999999999,1.4345590000000001,1.4127534999999998,0.00011599999999999996,-1.900000000000003e-05,0.000115,-0.0034000000000000696,-0.0023640661938534764,-0.0036409999999997833,-0.0025316367681822998,-0.02544650000000015,-0.017693297177026945
4333,Latin-amerikai részvény eszközalap,2026-01-05,1.2487,2026-01-05,1.2487,0.0,1.0,1.0716,0.0716,1.24184,1.20847,1.1518005,0.00020400000000000003,-4.4000000000000046e-05,0.000455,-0.006859999999999866,-0.005493713462000374,-0.04022999999999999,-0.03221750620645471,-0.09689949999999992,-0.07760030431648908
4334,Magas kötvény arányú vegyes eszk. - D,2026-01-05,1.1156,2026-01-05,1.1156,0.0,1.0,1.0032,0.0032,1.115108,1.1168120000000001,1.107653,7.400000000000001e-05,2.6e-05,4.7999999999999994e-05,-0.0004919999999999369,-0.0004410182861240023,0.001212000000000213,0.0010864108999643358,-0.007946999999999926,-0.0071235209752598845
4335,Magas védelmû vegyes eszközalap,2026-01-05,1.1108,2026-01-05,1.1108,0.0,1.0,1.0054,0.0054,1.10391,1.1027689999999999,1.0969285,0.000128,1.7999999999999994e-05,6.4e-05,-0.006890000000000063,-0.006202736766294619,-0.008031000000000121,-0.007229924378826181,-0.013871500000000037,-0.012487846597047205
4336,Nemz. élelmiszeripari cégek rv. ea - D,2026-01-05,3.1416,2026-01-05,3.1416,0.0,1.0,1.0084,0.0084,3.1558800000000002,3.1483480000000004,3.1597895,0.0003560000000000001,0.000644,0.00016999999999999999,0.014280000000000292,0.004545454545454639,0.00674800000000042,0.0021479500891266935,0.01818950000000008,0.005789884135472397
4337,Nyersanyagpiaci részvény eszközalap,2026-01-05,1.4778,2026-01-05,1.4778,0.0,1.0,1.0332,0.0332,1.4321159999999997,1.4095490000000002,1.3722355,0.0012059999999999998,0.00018699999999999994,0.00028099999999999995,-0.04568400000000028,-0.030913520097442332,-0.06825099999999984,-0.04618419271890637,-0.10556450000000006,-0.07143354987143055
4338,Presztízs- és luxusmárkák rv. ea.,2026-01-05,3.6927,2026-01-05,3.6927,0.0,1.0,1.0354,0.0354,3.6730760000000005,3.6435909999999994,3.5624100000000003,0.00024399999999999991,-9.899999999999997e-05,0.000471,-0.01962399999999942,-0.005314268692284621,-0.04910900000000051,-0.013298941154169176,-0.13028999999999957,-0.03528312616784455
4339,USA részvény eszközalap,2026-01-05,4.6264,2026-01-05,4.6264,0.0,1.0,1.0133,0.0133,4.626324,4.604624,4.4604125,0.00041800000000000013,-0.00034800000000000006,0.00013250000000000002,-7.599999999996498e-05,-1.642745979594609e-05,-0.021776000000000018,-0.004706899533114304,-0.16598749999999995,-0.035878328722116534
4340,Ázsia kötvény eszközalap,2026-01-05,2.2525,2026-01-05,2.2525,0.0,1.0,1.0226,0.0226,2.259868,2.264024,2.241069,-0.00010799999999999994,-1.3999999999999981e-05,9.15e-05,0.007368000000000041,0.0032710321864595077,0.01152400000000009,0.005116093229744768,-0.011430999999999969,-0.005074805771365136
4341,Aktív hozamfigyelõ vegyes eszközalap - D,2026-01-06,0.9564,2026-01-07,0.9597,0.0035,1.0035,1.0085,0.0085,0.9520360000000001,0.9521160000000001,0.9431575,0.000202,3.0000000000000077e-06,7.45e-05,-0.007663999999999893,-0.007985828904865993,-0.007583999999999924,-0.00790246952172546,-0.016542500000000016,-0.01723715744503492
4342,Euró likviditás eszközalap - D,2026-01-06,0.9259,2026-01-07,0.9264,0.0005,1.0005,0.9993,-0.0007,0.92559,0.925886,0.9253405000000001,3.2e-05,3.4e-05,5.000000000000002e-06,-0.0008099999999999774,-0.0008743523316061932,-0.0005140000000000144,-0.0005548359240069241,-0.00105949999999988,-0.0011436744386872624
4343,Európai ingatlancégek részv. eszközalap,2026-01-06,1.8432,2026-01-07,1.8431,0.0,1.0,0.9237,-0.0763,1.81649,1.8303,1.8371175000000002,0.00034800000000000016,0.00028399999999999996,-0.0002825,-0.026610000000000023,-0.014437632250013576,-0.012799999999999923,-0.006944821225109827,-0.00598249999999978,-0.0032458900765014267
4344,Európai kötvény eszközalap - D,2026-01-06,1.2306,2026-01-07,1.2323,0.0014,1.0014,0.9942,-0.0058,1.231666,1.234208,1.2316375,8.199999999999997e-05,0.00011899999999999999,-3.50000000000001e-06,-0.0006340000000000234,-0.0005144851091455193,0.0019080000000000208,0.0015483242716871062,-0.0006625000000000103,-0.0005376125943358033
4345,Európai részvény eszközalap,2026-01-06,2.7755,2026-01-07,2.7848,0.0034,1.0034,1.0166,0.0166,2.6767940000000006,2.6669349999999996,2.6006005,0.000484,7.299999999999994e-05,0.00022299999999999997,-0.1080059999999996,-0.038784113760413526,-0.11786500000000055,-0.04232440390692349,-0.18419950000000007,-0.06614460643493252
4346,Európai vállalati kötvény eszközalap,2026-01-06,1.3251,2026-01-07,1.3269,0.0014,1.0014,1.0029,0.0029,1.3252000000000002,1.3273009999999998,1.323771,6.400000000000001e-05,5.9000000000000004e-05,3.4500000000000005e-05,-0.0016999999999998128,-0.0012811817017106134,0.0004009999999998737,0.000302208154344618,-0.0031289999999999374,-0.0023581279674428648
4347,Fejlõdõ piaci részvény ESG eszközalap-D,2026-01-06,1.1873,2026-01-07,1.2027,0.013,1.013,1.0018,0.0018,1.14064,1.141476,1.0984735,-4.5999999999999966e-05,-0.00048,0.00011900000000000005,-0.062060000000000004,-0.05160056539452897,-0.06122400000000017,-0.0509054627089051,-0.1042265,-0.08666043069759706
4348,Fejlõdõ ázsiai részvény eszközalap,2026-01-06,2.4734,2026-01-07,2.5128,0.0159,1.0159,1.1226,0.1226,2.388986,2.378207,2.2499100000000003,0.00014199999999999998,0.000368,0.0005250000000000001,-0.12381399999999987,-0.049273320598535446,-0.13459299999999974,-0.0535629576567971,-0.2628899999999996,-0.1046203438395414
4349,Fenntartható növekedés részvény eszk.,2026-01-06,3.2234,2026-01-07,3.254,0.0095,1.0095,0.9831,-0.0169,3.183338,3.1821360000000003,3.1218005,0.000454,-0.000124,1.4000000000000015e-05,-0.070662,-0.02171542716656423,-0.0718639999999997,-0.022084818684695667,-0.13219950000000003,-0.04062676705593117
4350,Globális egészségügyi részvény eszk.,2026-01-06,3.549,2026-01-07,3.6333,0.0238,1.0238,1.1328,0.1328,3.5798380000000005,3.491566,3.3520465,0.0006140000000000001,0.001148,0.0006565,-0.053461999999999676,-0.0147144469215313,-0.14173400000000003,-0.03900971568546501,-0.28125350000000005,-0.07740993036633365
4351,Globális növekedési részvény eszközalap,2026-01-06,2.1595,2026-01-07,2.1786,0.0089,1.0089,0.9367,-0.0633,2.141292,2.158921,2.190508,0.00061,-0.00013800000000000007,-0.000206,-0.0373079999999999,-0.017124759019553796,-0.019679000000000002,-0.009032865142752228,0.01190800000000003,0.005465895529238975
4352,Kiegyensúlyozott vegyes eszközalap - D,2026-01-06,1.4445,2026-01-07,1.4522,0.0054,1.0054,1.0205,0.0205,1.4351720000000001,1.434967,1.4132039999999997,0.00022399999999999997,3.499999999999997e-05,0.0001455,-0.01702799999999982,-0.011725657622916831,-0.017232999999999832,-0.01186682275168698,-0.03899600000000025,-0.026853050544002378
4353,Latin-amerikai részvény eszközalap,2026-01-06,1.2642,2026-01-07,1.2872,0.0182,1.0182,1.0911,0.0911,1.24267,1.20966,1.1528660000000002,0.000568,0.00013799999999999997,0.0005914999999999999,-0.04452999999999996,-0.03459446861404596,-0.07753999999999994,-0.06023927905531382,-0.13433399999999973,-0.1043614045991297
4354,Magas kötvény arányú vegyes eszk. - D,2026-01-06,1.1176,2026-01-07,1.1215,0.0035,1.0035,1.0067,0.0067,1.115208,1.116974,1.107817,0.000144,6.099999999999999e-05,6.699999999999999e-05,-0.006291999999999964,-0.005610343290236259,-0.00452600000000003,-0.0040356665180562015,-0.01368299999999989,-0.012200624164065886
4355,Magas védelmû vegyes eszközalap,2026-01-06,1.1181,2026-01-07,1.1189,0.0007,1.0007,1.0061,0.0061,1.10422,1.1029980000000001,1.0970895,0.00014199999999999998,2.4999999999999998e-05,6.25e-05,-0.014680000000000026,-0.013120028599517407,-0.01590199999999986,-0.014212172669586076,-0.021810499999999955,-0.019492805433908262
4356,Nemz. élelmiszeripari cégek rv. ea - D,2026-01-06,3.1105,2026-01-07,3.1199,0.003,1.003,1.0114,0.0114,3.15567,3.1486949999999996,3.1593210000000003,0.00041600000000000003,0.000674,0.000174,0.0357700000000003,0.01146511106125206,0.028794999999999682,0.009229462482771782,0.03942100000000037,0.012635340876310257
4357,Nyersanyagpiaci részvény eszközalap,2026-01-06,1.5005,2026-01-07,1.5259,0.0169,1.0169,1.0507,0.0507,1.434804,1.411073,1.373438,0.0015439999999999998,0.0003559999999999999,0.0003655,-0.09109600000000007,-0.05969984926928374,-0.11482700000000001,-0.0752519824365948,-0.1524620000000001,-0.0999161150796252
4358,Presztízs- és luxusmárkák rv. ea.,2026-01-06,3.7222,2026-01-07,3.7554,0.0089,1.0089,1.0446,0.0446,3.6752079999999996,3.6456020000000002,3.5648235,0.00042199999999999985,-9.999999999999974e-06,0.0004695,-0.08019200000000026,-0.02135378388453967,-0.10979799999999962,-0.02923736486126634,-0.1905764999999997,-0.05074732385365067
4359,USA részvény eszközalap,2026-01-06,4.6787,2026-01-07,4.7135,0.0074,1.0074,1.0208,0.0208,4.628686,4.606569,4.4635225,0.0005660000000000001,-0.00027400000000000005,0.00018,-0.08481399999999972,-0.017993847459425,-0.10693099999999944,-0.02268611435239195,-0.24997749999999996,-0.053034369364591064
